ID,Gene
1213,YIR018W
0,Q0050
1625,YLR223C
1688,YLR403W
2020,YNL216W
1194,YIL131C
2226,YOR162C
4,YAL008W
5,YAL012W
2104,YOL028C
2335,YPL038W
9,YAL022C
797,YGL013C
13,YAL033W
1946,YNL068C
2016,YNL199C
2303,YOR344C
2348,YPL075W
258,YCR084C
18,YAL039C
21,YAL042W
1096,YHR124W
2485,YPR104C
31,YAR002W
39,YBL001C
46,YBL017C
50,YBL024W
52,YBL027W
53,YBL028C
59,YBL039C
68,YBL068W
69,YBL072C
72,YBL087C
74,YBL092W
94,YBR031W
98,YBR037C
103,YBR046C
107,YBR052C
117,YBR079C
125,YBR101C
126,YBR103W
129,YBR106W
134,YBR118W
135,YBR121C
141,YBR135W
144,YBR143C
145,YBR145W
149,YBR151W
151,YBR154C
160,YBR171W
161,YBR172C
164,YBR181C
168,YBR189W
169,YBR191W
170,YBR196C
178,YBR221C
194,YBR256C
196,YBR263W
2059,YNL314W
201,YBR282W
202,YBR283C
217,YCL017C
222,YCL035C
223,YCL037C
224,YCL038C
225,YCL040W
227,YCL045C
247,YCR031C
256,YCR069W
259,YCR088W
261,YCR094W
262,YCR095C
263,YDL001W
280,YDL046W
283,YDL051W
290,YDL063C
291,YDL064W
294,YDL070W
295,YDL072C
297,YDL075W
2169,YOR032C
300,YDL081C
301,YDL082W
302,YDL083C
312,YDL100C
320,YDL121C
328,YDL130W
329,YDL131W
337,YDL143W
339,YDL147W
341,YDL155W
344,YDL167C
558,YDR421W
355,YDL184C
356,YDL185W
359,YDL191W
360,YDL192W
364,YDL201W
368,YDL212W
374,YDL229W
375,YDL232W
376,YDL235C
381,YDR005C
384,YDR012W
387,YDR025W
392,YDR034C
398,YDR045C
400,YDR050C
401,YDR051C
405,YDR061W
406,YDR062W
408,YDR064W
410,YDR068W
416,YDR075W
424,YDR091C
427,YDR099W
434,YDR120C
447,YDR151C
448,YDR152W
450,YDR156W
453,YDR167W
454,YDR168W
458,YDR172W
471,YDR212W
478,YDR226W
481,YDR233C
490,YDR258C
492,YDR260C
495,YDR266C
506,YDR287W
511,YDR300C
513,YDR304C
523,YDR339C
524,YDR341C
533,YDR366C
534,YDR367W
539,YDR377W
540,YDR378C
544,YDR385W
545,YDR388W
549,YDR395W
557,YDR418W
561,YDR429C
566,YDR449C
567,YDR450W
571,YDR454C
578,YDR471W
579,YDR472W
581,YDR477W
588,YDR494W
596,YDR513W
597,YDR516C
608,YEL001C
609,YEL002C
622,YEL027W
638,YEL054C
645,YEL072W
650,YER006W
651,YER009W
657,YER023W
663,YER031C
665,YER036C
672,YER049W
676,YER056C
677,YER057C
687,YER074W
695,YER089C
697,YER091C
709,YER116C
710,YER117W
715,YER123W
718,YER126C
725,YER142C
726,YER143W
727,YER144C
734,YER155C
739,YER165W
747,YFL005W
751,YFL017C
763,YFR004W
779,YFR044C
791,YGL006W
802,YGL026C
805,YGL029W
806,YGL030W
811,YGL039W
820,YGL058W
827,YGL076C
829,YGL078C
831,YGL087C
833,YGL097W
835,YGL101W
836,YGL103W
837,YGL105W
839,YGL117W
841,YGL121C
843,YGL123W
844,YGL127C
845,YGL135W
846,YGL136C
848,YGL147C
852,YGL159W
856,YGL171W
860,YGL187C
861,YGL189C
870,YGL208W
884,YGL238W
903,YGR033C
904,YGR034W
919,YGR074W
925,YGR084C
926,YGR085C
932,YGR105W
933,YGR106C
934,YGR108W
936,YGR111W
954,YGR158C
955,YGR159C
959,YGR173W
971,YGR192C
978,YGR203W
980,YGR209C
983,YGR214W
988,YGR229C
995,YGR240C
1004,YGR254W
1005,YGR255C
1015,YGR285C
1018,YHL001W
1025,YHL013C
1032,YHL033C
1033,YHL034C
1034,YHL036W
1041,YHR010W
1059,YHR042W
1063,YHR050W
1067,YHR063C
1073,YHR071W
1088,YHR104W
1091,YHR112C
1100,YHR136C
1101,YHR137W
1104,YHR141C
1107,YHR146W
1122,YHR194W
1124,YHR196W
1128,YHR201C
1129,YHR203C
1140,YIL018W
1144,YIL027C
1149,YIL039W
1150,YIL040W
1158,YIL052C
1159,YIL053W
1163,YIL064W
1169,YIL076W
1171,YIL078W
1179,YIL105C
1191,YIL124W
1192,YIL126W
1195,YIL133C
1201,YIL148W
1202,YIL154C
1210,YIR006C
1216,YIR026C
1224,YIR035C
1228,YJL001W
1239,YJL041W
1240,YJL042W
1243,YJL052W
1248,YJL061W
1268,YJL122W
1295,YJL177W
1298,YJL184W
1300,YJL190C
1301,YJL191W
1302,YJL192C
1303,YJL194W
1313,YJR009C
1332,YJR064W
1335,YJR072C
1341,YJR082C
1346,YJR100C
1363,YJR139C
1366,YJR144W
1373,YKL006W
1386,YKL024C
1389,YKL028W
1399,YKL056C
1402,YKL060C
1410,YKL080W
1423,YKL110C
1427,YKL117W
1429,YKL126W
1432,YKL130C
1433,YKL140W
1440,YKL152C
1443,YKL157W
1444,YKL160W
1449,YKL172W
1452,YKL180W
1453,YKL181W
1467,YKL210W
1492,YKR057W
1493,YKR059W
1494,YKR062W
1498,YKR068C
1510,YKR094C
1512,YLL001W
1516,YLL014W
1520,YLL024C
1524,YLL029W
1527,YLL045C
1528,YLL050C
1535,YLR009W
1538,YLR017W
1541,YLR026C
1542,YLR027C
1544,YLR029C
1548,YLR043C
1549,YLR044C
1561,YLR073C
1562,YLR074C
1563,YLR075W
1574,YLR105C
1575,YLR106C
1585,YLR129W
1591,YLR149C
1597,YLR167W
1599,YLR170C
1602,YLR175W
1605,YLR178C
1607,YLR180W
1609,YLR186W
1620,YLR208W
1624,YLR220W
1628,YLR229C
1629,YLR231C
1630,YLR244C
1631,YLR248W
1640,YLR264W
1648,YLR291C
1653,YLR299W
1655,YLR301W
1659,YLR324W
1660,YLR325C
1666,YLR335W
1669,YLR344W
1684,YLR388W
1687,YLR399C
1703,YLR441C
1704,YLR447C
1705,YLR448W
1708,YLR459W
1709,YML001W
1713,YML009C
1714,YML012W
1715,YML018C
1717,YML022W
1718,YML024W
1723,YML031W
1732,YML055W
1741,YML073C
1747,YML086C
1750,YML098W
1755,YML106W
1763,YML126C
1782,YMR026C
1783,YMR027W
1791,YMR041C
1797,YMR056C
1799,YMR059W
1804,YMR079W
1816,YMR116C
1822,YMR131C
1827,YMR142C
1828,YMR143W
1832,YMR152W
1851,YMR194W
1859,YMR205C
1864,YMR217W
1868,YMR229C
1875,YMR242C
1876,YMR243C
1882,YMR260C
1884,YMR264W
1892,YMR289W
1905,YMR309C
1907,YMR312W
1947,YNL069C
1948,YNL070W
1962,YNL096C
1964,YNL099C
1966,YNL101W
1977,YNL125C
1980,YNL131W
1983,YNL135C
1995,YNL162W
2001,YNL176C
2018,YNL209W
2022,YNL219C
2031,YNL248C
2032,YNL251C
2033,YNL255C
2039,YNL265C
2042,YNL277W
2043,YNL280C
2044,YNL281W
2053,YNL302C
2069,YNR013C
2073,YNR021W
2076,YNR030W
2083,YNR046W
2100,YOL021C
2108,YOL040C
2124,YOL077C
2128,YOL086C
2130,YOL092W
2132,YOL103W
2139,YOL120C
2140,YOL121C
2141,YOL122C
2145,YOL127W
2149,YOL139C
2156,YOR002W
2171,YOR039W
2173,YOR043W
2175,YOR051C
2187,YOR078W
2195,YOR095C
2212,YOR133W
2215,YOR142W
2228,YOR164C
2230,YOR167C
2232,YOR173W
2242,YOR198C
2246,YOR210W
2251,YOR224C
2252,YOR226C
2256,YOR232W
2259,YOR239W
2266,YOR254C
2275,YOR272W
2280,YOR283W
2285,YOR293W
2286,YOR294W
2291,YOR312C
2299,YOR332W
2311,YOR362C
2313,YOR367W
2321,YPL004C
2324,YPL013C
2334,YPL037C
2343,YPL059W
2350,YPL079W
2356,YPL090C
2359,YPL093W
2368,YPL117C
2379,YPL144W
2395,YPL184C
2397,YPL190C
2400,YPL198W
