ID,Gene
852,YGL159W
853,YGL161C
854,YGL166W
855,YGL167C
856,YGL171W
857,YGL173C
858,YGL181W
859,YGL186C
860,YGL187C
861,YGL189C
862,YGL190C
863,YGL191W
864,YGL195W
865,YGL196W
866,YGL198W
868,YGL202W
872,YGL213C
873,YGL215W
874,YGL219C
876,YGL224C
877,YGL225W
879,YGL228W
880,YGL231C
882,YGL234W
884,YGL238W
885,YGL242C
886,YGL245W
887,YGL246C
889,YGL252C
890,YGL253W
891,YGL256W
892,YGR002C
894,YGR008C
895,YGR014W
896,YGR017W
897,YGR019W
898,YGR020C
902,YGR032W
903,YGR033C
905,YGR037C
906,YGR038W
908,YGR043C
910,YGR046W
911,YGR048W
912,YGR049W
913,YGR054W
914,YGR055W
915,YGR060W
916,YGR061C
917,YGR065C
918,YGR067C
921,YGR078C
922,YGR079W
923,YGR080W
924,YGR082W
926,YGR085C
927,YGR086C
928,YGR088W
929,YGR094W
931,YGR103W
932,YGR105W
933,YGR106C
934,YGR108W
935,YGR110W
936,YGR111W
938,YGR118W
940,YGR122W
942,YGR124W
943,YGR125W
944,YGR128C
945,YGR130C
946,YGR132C
947,YGR135W
949,YGR142W
950,YGR147C
952,YGR155W
953,YGR157W
954,YGR158C
955,YGR159C
956,YGR161C
957,YGR167W
958,YGR172C
959,YGR173W
960,YGR174C
961,YGR175C
962,YGR178C
963,YGR180C
964,YGR181W
965,YGR183C
966,YGR185C
967,YGR186W
968,YGR187C
969,YGR189C
971,YGR192C
972,YGR193C
973,YGR195W
974,YGR198W
976,YGR201C
977,YGR202C
978,YGR203W
979,YGR204W
980,YGR209C
982,YGR211W
983,YGR214W
984,YGR215W
985,YGR218W
986,YGR220C
987,YGR223C
989,YGR230W
990,YGR231C
991,YGR232W
992,YGR233C
993,YGR234W
994,YGR235C
996,YGR243W
997,YGR244C
1000,YGR248W
1002,YGR252W
1003,YGR253C
1004,YGR254W
1005,YGR255C
1006,YGR256W
1007,YGR260W
1009,YGR264C
1010,YGR267C
1011,YGR279C
1012,YGR280C
1013,YGR282C
1014,YGR284C
1015,YGR285C
1017,YGR295C
1018,YHL001W
1020,YHL003C
1021,YHL004W
1024,YHL011C
1025,YHL013C
1026,YHL020C
1027,YHL021C
1028,YHL025W
1030,YHL031C
1031,YHL032C
1032,YHL033C
1033,YHL034C
1034,YHL036W
1035,YHL048W
1036,YHR001W
1037,YHR006W
1038,YHR007C
1039,YHR008C
1040,YHR009C
1042,YHR012W
1044,YHR018C
1045,YHR019C
1046,YHR020W
1047,YHR021C
1048,YHR024C
1049,YHR025W
1050,YHR026W
1051,YHR027C
1052,YHR028C
1053,YHR029C
1054,YHR030C
1055,YHR033W
1056,YHR037W
1059,YHR042W
1060,YHR043C
1061,YHR047C
1062,YHR049W
1063,YHR050W
1064,YHR051W
1065,YHR052W
1066,YHR057C
1068,YHR064C
1069,YHR065C
1070,YHR066W
1071,YHR068W
1072,YHR070W
1073,YHR071W
1074,YHR074W
1076,YHR083W
1078,YHR087W
1079,YHR088W
1080,YHR089C
1083,YHR094C
1084,YHR096C
1086,YHR098C
1088,YHR104W
1089,YHR107C
1090,YHR110W
1091,YHR112C
1092,YHR113W
1093,YHR121W
1094,YHR122W
1095,YHR123W
1099,YHR135C
1100,YHR136C
1101,YHR137W
1102,YHR138C
1103,YHR140W
1104,YHR141C
1105,YHR142W
1106,YHR143W
1107,YHR146W
1108,YHR147C
1110,YHR161C
1111,YHR162W
1112,YHR163W
1113,YHR170W
1115,YHR175W
1117,YHR179W
1118,YHR181W
1119,YHR183W
1120,YHR190W
1121,YHR193C
1123,YHR195W
1124,YHR196W
1125,YHR198C
1127,YHR200W
1129,YHR203C
1130,YHR205W
1132,YHR208W
1134,YHR216W
1135,YIL003W
1137,YIL009W
1138,YIL010W
1139,YIL016W
1140,YIL018W
1141,YIL020C
1142,YIL021W
1143,YIL022W
1145,YIL033C
1146,YIL034C
1147,YIL035C
1148,YIL036W
1150,YIL040W
1151,YIL041W
1152,YIL043C
1153,YIL044C
1156,YIL050W
1157,YIL051C
1158,YIL052C
1159,YIL053W
1160,YIL056W
1161,YIL057C
1162,YIL062C
1164,YIL065C
1166,YIL070C
1167,YIL074C
1168,YIL075C
1169,YIL076W
1170,YIL077C
1172,YIL079C
1173,YIL083C
1174,YIL087C
1175,YIL090W
1176,YIL094C
1177,YIL101C
1179,YIL105C
1180,YIL106W
1181,YIL107C
1182,YIL108W
1183,YIL109C
1184,YIL111W
1186,YIL116W
1187,YIL118W
1188,YIL119C
1189,YIL121W
1190,YIL123W
1191,YIL124W
1195,YIL133C
1196,YIL136W
1197,YIL138C
1198,YIL142W
1199,YIL145C
1201,YIL148W
1202,YIL154C
1203,YIL155C
1204,YIL157C
1205,YIL158W
1206,YIL160C
1207,YIL162W
1208,YIL165C
1209,YIR004W
1210,YIR006C
1211,YIR016W
1214,YIR022W
1216,YIR026C
1218,YIR029W
1220,YIR031C
1221,YIR032C
1222,YIR033W
1223,YIR034C
1224,YIR035C
1225,YIR036C
1226,YIR037W
1227,YIR038C
1228,YJL001W
1229,YJL002C
1230,YJL003W
1232,YJL008C
1234,YJL024C
1236,YJL033W
1238,YJL036W
1239,YJL041W
1240,YJL042W
1241,YJL044C
1242,YJL048C
1243,YJL052W
1245,YJL055W
1247,YJL060W
1249,YJL068C
1251,YJL078C
1252,YJL079C
1254,YJL081C
1255,YJL088W
1257,YJL094C
1258,YJL096W
1260,YJL100W
1261,YJL101C
1262,YJL104W
1263,YJL109C
1265,YJL111W
1267,YJL117W
1268,YJL122W
1269,YJL123C
1270,YJL124C
1271,YJL130C
1272,YJL134W
1274,YJL138C
1275,YJL140W
1278,YJL145W
1279,YJL148W
1281,YJL151C
1282,YJL154C
1284,YJL158C
1285,YJL159W
1286,YJL161W
1287,YJL163C
1288,YJL164C
1289,YJL166W
1290,YJL167W
1292,YJL172W
1293,YJL173C
1294,YJL174W
1297,YJL183W
1298,YJL184W
1300,YJL190C
1302,YJL192C
1303,YJL194W
1304,YJL196C
1305,YJL200C
1306,YJL210W
1307,YJL217W
1308,YJR001W
1309,YJR002W
1310,YJR006W
1312,YJR008W
1313,YJR009C
1314,YJR010W
1315,YJR011C
1316,YJR014W
1317,YJR015W
1318,YJR016C
1319,YJR017C
1320,YJR025C
1321,YJR042W
1322,YJR044C
1323,YJR045C
1325,YJR048W
1326,YJR051W
1329,YJR059W
1331,YJR063W
1332,YJR064W
1333,YJR065C
1334,YJR070C
1336,YJR073C
1337,YJR074W
1338,YJR076C
1339,YJR077C
1340,YJR080C
1342,YJR085C
1343,YJR088C
1344,YJR093C
1345,YJR096W
1347,YJR101W
1348,YJR103W
1349,YJR104C
1350,YJR105W
1351,YJR109C
1353,YJR117W
1354,YJR118C
1355,YJR120W
1356,YJR121W
