Node 1,Node 2,Weight
273,865,1
1116,865,1
2020,865,1
105,866,1
273,866,1
1688,866,-1
2020,866,1
288,867,1
1330,867,1
1787,867,1
613,868,1
667,868,1
1256,868,1
1711,868,1
1787,868,1
2020,868,1
1330,869,1
1330,870,1
2020,870,1
1777,871,1
1787,871,1
2226,871,1
273,872,1
273,873,1
613,873,1
1787,873,1
2020,873,1
273,874,1
472,874,-1
1330,874,1
1422,874,1
1787,874,1
1330,875,1
1787,875,1
613,876,1
667,876,1
288,877,1
707,877,1
1222,877,1
2020,877,1
1023,878,1
613,879,1
1077,879,1
1330,879,1
2133,879,1
613,880,1
1330,881,1
314,882,1
489,882,1
613,882,1
1424,882,1
1511,882,1
1711,882,1
2020,882,1
273,883,1
273,884,1
1330,884,1
2020,884,1
613,885,1
1330,885,1
613,886,1
1330,886,1
2020,886,1
273,887,1
613,887,1
467,888,1
273,889,1
613,889,1
1330,889,1
2020,889,1
444,890,-1
707,890,1
808,890,1
1330,890,1
1390,890,1
1392,890,1
1422,890,1
1587,890,-1
1787,890,1
1923,890,1
2020,890,1
2226,890,1
568,891,1
1246,891,1
1720,891,1
2303,891,1
613,892,1
1001,892,1
1330,892,1
1330,893,1
1787,893,1
273,894,1
474,894,1
797,894,1
826,894,1
1403,894,1
1422,894,1
1711,894,1
1787,894,1
1838,894,1
1923,894,1
2020,894,1
2168,894,1
436,895,1
707,895,1
1793,895,1
613,896,1
347,897,1
667,897,1
797,897,1
1215,897,1
1256,897,1
1330,897,-1
1482,897,1
1688,897,-1
1787,897,1
2226,897,1
273,898,1
826,898,1
1330,898,1
1424,898,1
1625,898,1
2020,898,1
120,899,1
1625,899,1
1688,899,1
2020,899,1
2168,899,1
120,900,1
1787,900,1
1330,901,1
2168,901,1
120,902,1
436,902,1
707,902,1
1077,902,1
1096,902,1
1330,902,1
1403,902,1
1923,902,1
2020,902,1
105,903,1
258,903,1
613,903,1
1330,903,1
1625,903,-1
1787,903,1
1946,903,1
2020,903,1
1194,904,1
1625,904,1
1688,904,1
2020,904,1
2485,904,1
273,905,1
613,905,1
1077,905,1
1330,905,1
1422,905,1
1424,905,-1
1625,905,1
1688,905,1
1787,905,1
2020,905,1
273,906,1
288,907,1
444,907,1
1587,907,1
1711,908,1
1838,908,1
1996,908,1
2020,908,1
2168,908,1
273,910,1
1077,910,1
273,911,1
1403,911,1
1793,911,1
1330,912,1
1636,912,1
105,913,1
273,913,1
489,914,1
575,914,1
1212,914,1
1787,914,1
1967,914,1
2020,914,1
120,915,1
273,915,-1
436,915,1
489,915,1
707,915,-1
1077,915,1
1212,915,1
1330,915,1
1711,915,1
1777,915,1
1787,915,1
314,916,1
1511,916,1
1787,916,1
2226,916,1
613,917,1
467,918,1
474,918,1
613,918,1
1403,918,1
1889,918,1
2485,918,1
2020,919,1
1330,920,1
825,921,1
1330,921,1
1793,921,1
1330,922,1
1711,922,1
1793,922,1
273,923,1
613,923,1
273,924,1
613,924,1
1330,924,1
2020,924,1
1330,925,1
2348,925,1
258,926,1
613,926,1
1625,926,1
1688,926,1
2020,926,1
273,927,1
444,927,1
474,927,1
613,927,1
826,927,-1
1077,927,1
1131,927,1
1194,927,1
1330,927,1
1403,927,1
1422,927,1
1424,927,1
1587,927,1
1625,927,1
1787,927,1
1838,927,1
1923,927,1
2020,927,1
613,928,1
826,928,-1
1077,928,1
1131,928,1
1390,928,1
1403,928,1
1636,928,1
1711,928,1
1777,928,1
1787,928,1
1838,928,1
105,929,1
613,929,1
1330,929,1
1424,929,1
1625,929,1
1688,929,1
1787,929,1
2020,929,1
2226,929,1
1787,930,1
575,931,1
613,931,-1
1383,931,-1
1424,931,1
1625,931,1
1688,931,1
1711,931,1
1946,931,1
2020,931,1
2348,931,-1
273,932,1
1688,932,1
273,933,1
1194,933,1
1330,933,1
1424,933,1
2020,933,1
288,934,-1
444,934,-1
707,934,1
1096,934,1
1194,934,1
1403,934,-1
1422,934,1
1587,934,-1
1625,934,-1
1787,934,-1
1793,934,1
1946,934,1
2020,934,1
288,935,1
613,935,1
1077,935,1
1636,935,1
273,936,1
1787,936,1
2020,936,1
1077,937,1
1330,937,1
1625,938,1
1688,938,1
1711,938,1
2020,938,1
2168,938,1
120,939,1
436,939,1
1330,939,1
1787,939,1
1923,939,1
2168,939,1
120,940,1
613,940,1
1330,940,1
1403,940,1
1787,940,1
1923,940,1
2020,940,1
474,941,1
613,942,1
1096,942,1
1390,942,1
273,943,1
613,943,1
667,943,1
826,943,1
1215,943,1
1777,943,1
1787,943,1
2020,943,1
1424,944,1
273,945,1
474,945,1
1194,945,1
1330,945,1
1424,945,1
1625,945,-1
1688,945,-1
1777,945,1
1787,945,1
1838,945,1
273,946,1
613,946,1
1330,946,1
1424,946,1
1777,946,1
1787,946,1
273,947,1
1422,947,1
1777,947,1
826,948,1
1330,948,1
1787,948,1
78,949,1
826,949,1
1383,949,1
1403,949,1
1422,949,-1
273,950,1
1330,950,1
1787,950,1
1625,951,1
1688,951,1
1777,951,1
2020,951,1
489,952,1
613,952,1
707,952,-1
1077,952,-1
1330,952,1
1390,952,1
1625,952,1
1688,952,1
1787,952,1
2133,952,1
2348,952,1
436,953,1
489,953,1
826,953,1
1026,953,1
1787,953,1
2020,953,1
2133,953,1
273,954,1
613,954,1
1424,954,1
1688,954,1
2226,954,1
273,955,-1
613,955,-1
707,955,-1
797,955,1
826,955,-1
1096,955,1
1403,955,1
1422,955,-1
1424,955,1
1688,955,1
1787,955,1
1838,955,-1
1946,955,1
2020,955,1
2226,955,1
24,956,1
436,956,1
613,956,1
753,956,1
826,956,1
1131,956,1
1923,956,1
273,957,1
1330,957,1
1422,957,1
1787,957,1
2020,957,1
105,958,1
1625,958,1
2437,958,1
667,959,1
1424,959,1
1688,959,1
2016,959,1
1330,960,1
1422,960,1
1787,960,1
273,961,1
436,961,1
613,961,1
826,961,1
1222,961,1
1330,961,1
1787,961,1
1834,961,-1
1838,961,1
273,962,1
613,962,1
1330,962,1
1424,962,1
1787,962,1
2020,962,1
258,963,1
288,963,1
489,963,1
707,963,-1
1077,963,1
1177,963,1
1390,963,1
1603,963,1
1720,963,1
1996,963,1
2020,963,1
2312,963,1
273,964,1
1787,964,1
2020,964,1
48,965,1
120,965,1
273,965,1
883,965,1
1422,965,1
1511,965,1
1787,965,1
613,966,1
1424,966,1
613,967,1
1330,967,1
1787,967,1
825,968,1
1330,968,1
120,969,1
288,969,1
444,969,1
613,969,1
707,969,1
1390,969,1
1422,969,-1
1455,969,1
1587,969,-1
1688,969,1
1777,969,1
1787,969,1
1793,969,1
1923,969,1
2020,969,-1
2133,969,1
2226,969,1
2355,969,1
1077,970,1
1330,970,1
1688,970,1
826,971,1
2016,971,1
2020,971,1
2303,971,1
2348,971,1
273,972,1
613,972,1
1330,972,1
2020,972,1
105,973,1
826,973,1
613,974,1
826,974,1
1077,974,1
1330,975,1
1330,976,1
1711,976,1
1787,976,1
273,977,1
436,977,1
826,977,1
1077,978,1
1330,978,1
1403,978,1
1511,978,1
1787,978,1
2020,978,1
2335,978,1
314,979,1
613,979,1
1212,979,1
1422,979,-1
1424,979,1
1511,979,1
1787,979,1
1967,979,1
2020,979,1
2226,979,1
2309,979,1
2335,979,1
273,980,1
1131,980,1
1194,980,1
1403,980,1
1711,980,1
1787,980,1
2104,980,1
2168,980,1
826,981,1
826,982,1
1403,982,1
1787,982,1
489,983,1
1096,983,1
1625,983,1
1688,983,1
1777,983,1
2016,983,-1
2303,983,-1
2348,983,1
2485,983,1
1330,984,1
1422,984,1
120,985,1
273,985,1
1077,985,1
273,986,1
1787,986,1
273,987,1
1330,987,1
2020,988,1
120,989,1
273,989,-1
288,989,-1
1330,989,1
2168,989,1
273,990,1
1330,990,1
273,991,1
1422,991,1
1424,991,1
1625,991,1
120,992,1
559,992,1
775,992,1
1396,992,1
1711,992,1
48,993,-1
436,993,1
707,993,1
775,993,1
883,993,1
1213,993,1
1330,993,1
1422,993,1
1587,993,1
1636,993,1
1711,993,1
1787,993,1
2020,993,1
2104,993,1
2129,993,1
2309,993,1
2470,993,1
273,994,1
825,994,1
1422,994,1
1330,995,1
1787,995,1
2016,995,1
2020,995,1
2348,995,-1
105,996,1
825,996,1
826,996,1
1403,996,1
1838,996,1
1923,996,1
1996,996,1
2168,996,1
1330,997,1
1422,997,1
474,998,1
1330,998,1
1330,999,1
1787,999,1
258,1000,1
273,1000,1
474,1000,1
707,1000,1
826,1000,-1
1001,1000,1
1077,1000,1
1330,1000,1
1390,1000,1
1422,1000,1
1711,1000,1
1777,1000,1
1787,1000,1
1838,1000,1
2020,1000,1
273,1002,1
273,1003,1
775,1003,1
1330,1003,1
1403,1003,1
1625,1003,1
1688,1003,1
444,1004,1
775,1004,1
1116,1004,1
1587,1004,-1
1625,1004,-1
1688,1004,-1
1777,1004,1
2168,1004,1
2303,1004,1
2348,1004,1
2485,1004,1
613,1005,1
1330,1005,1
1787,1005,1
1946,1005,1
1116,1006,1
1380,1006,1
1711,1006,1
1787,1006,1
1967,1006,1
2168,1006,1
2470,1006,1
515,1007,1
826,1007,-1
1330,1007,1
1625,1007,1
2020,1007,1
2523,1007,1
1330,1008,1
105,1009,1
273,1009,1
467,1009,1
1330,1009,1
1424,1009,1
1625,1009,1
1688,1009,1
2020,1009,1
613,1010,1
1330,1010,1
288,1011,-1
444,1011,-1
707,1011,1
1077,1011,1
1131,1011,1
1330,1011,1
1390,1011,1
1396,1011,1
1455,1011,-1
1587,1011,-1
1777,1011,1
2020,1011,1
2168,1011,1
2226,1011,1
105,1012,1
436,1012,1
467,1012,1
1096,1012,1
1330,1012,1
2133,1012,1
444,1013,-1
613,1013,1
707,1013,1
1194,1013,1
1424,1013,1
1455,1013,-1
1787,1013,1
2020,1013,1
2168,1013,1
2355,1013,1
273,1014,1
826,1014,1
1424,1014,1
1787,1014,1
105,1015,1
826,1015,1
1330,1015,1
1422,1015,1
1424,1015,1
1625,1015,1
1688,1015,1
2020,1015,1
2348,1015,1
436,1016,1
1777,1016,1
1787,1016,1
444,1017,1
707,1017,1
797,1017,1
1177,1017,1
1246,1017,1
258,1018,1
613,1018,1
1077,1018,1
1194,1018,1
1330,1018,1
1390,1018,1
1625,1018,1
1688,1018,1
2335,1018,1
2485,1018,1
826,1019,1
613,1020,1
1330,1020,1
2020,1020,1
436,1021,1
1194,1021,1
1424,1021,1
2020,1021,1
2133,1021,1
826,1022,1
1077,1022,1
1330,1024,1
1424,1024,1
1625,1024,1
1688,1024,1
1787,1024,1
2020,1024,1
797,1025,1
436,1026,1
2133,1026,1
474,1027,1
559,1027,1
797,1027,1
826,1027,-1
1625,1027,-1
1787,1027,1
1838,1027,1
1923,1027,1
2020,1027,1
1330,1028,1
1793,1028,1
2020,1028,1
24,1029,1
273,1029,1
613,1029,1
826,1029,1
1330,1029,1
1390,1029,1
2312,1029,1
105,1030,1
436,1031,1
474,1031,1
1422,1031,1
2020,1031,1
2133,1031,1
258,1032,1
273,1032,-1
1077,1032,1
1194,1032,1
1625,1032,1
1688,1032,1
2020,1032,1
2226,1032,1
1403,1033,1
1787,1033,1
1946,1033,1
2016,1033,-1
2168,1033,1
2348,1033,1
489,1034,1
558,1034,1
1720,1034,1
2059,1034,1
2168,1034,1
2335,1034,1
707,1035,1
797,1035,1
1077,1035,1
1843,1035,1
2020,1035,1
273,1036,1
1330,1036,1
613,1037,1
1330,1037,1
1787,1037,1
273,1038,1
436,1038,1
489,1038,1
826,1038,1
1001,1038,1
1077,1038,1
1396,1038,1
1625,1038,1
1636,1038,1
1777,1038,1
1787,1038,1
2020,1038,-1
2226,1038,1
2312,1038,1
273,1039,1
1131,1039,1
1194,1039,1
1330,1039,1
1403,1039,1
1422,1039,1
1636,1039,1
1711,1039,1
1787,1039,1
273,1040,1
826,1040,1
1330,1040,1
1787,1040,1
258,1041,1
1131,1041,1
1625,1041,1
1688,1041,1
2020,1041,1
2168,1041,1
273,1042,1
1777,1043,1
78,1044,1
436,1044,1
613,1044,1
667,1044,1
1213,1044,1
2133,1044,1
613,1045,1
1330,1045,1
1625,1045,1
1688,1045,1
1923,1045,-1
2020,1045,1
2348,1045,1
613,1046,1
1096,1046,1
1131,1046,1
1330,1046,1
1688,1046,1
2020,1046,1
489,1047,1
1194,1047,1
1625,1047,1
1688,1047,1
2020,1047,1
613,1048,1
1330,1048,1
105,1049,1
613,1049,1
105,1050,1
1330,1050,1
1424,1050,1
1787,1050,1
2020,1050,1
273,1051,1
1330,1051,1
273,1052,1
613,1052,1
1029,1052,1
613,1053,1
667,1053,1
753,1053,1
273,1054,1
444,1054,-1
613,1054,1
826,1054,1
1330,1054,1
1422,1054,1
1424,1054,1
1587,1054,-1
1688,1054,-1
1787,1054,1
2020,1054,1
2355,1054,1
120,1055,1
396,1055,1
489,1055,1
775,1055,1
1330,1055,1
1403,1055,1
1777,1055,1
1787,1055,1
1838,1055,1
1996,1055,1
2485,1055,1
273,1056,1
1380,1056,1
1787,1056,1
444,1057,1
1330,1057,1
1330,1058,1
1330,1059,1
1587,1059,1
1787,1059,1
2303,1059,1
273,1060,1
1177,1060,1
1330,1060,1
1787,1060,1
1996,1060,1
613,1061,1
1711,1061,1
826,1062,1
1148,1062,1
1996,1062,1
273,1063,1
1422,1063,1
1787,1063,1
1946,1063,1
48,1064,1
78,1064,1
883,1064,1
1422,1064,1
1424,1064,1
1711,1064,1
2309,1064,1
105,1065,1
613,1065,1
775,1065,1
1330,1065,1
1424,1065,1
1625,1065,1
1688,1065,1
1707,1065,1
1711,1065,1
1946,1065,1
2133,1065,1
2226,1065,1
273,1066,1
474,1066,1
1390,1066,1
1424,1066,1
2348,1066,1
1330,1067,1
2020,1067,1
42,1068,1
613,1068,1
1330,1068,1
1424,1068,1
1625,1068,1
1688,1068,1
2020,1068,1
613,1069,1
1330,1069,1
105,1070,1
1424,1070,1
273,1071,1
613,1071,1
1330,1071,1
1390,1071,1
1424,1071,1
1625,1071,1
1688,1071,1
1787,1071,1
1838,1071,1
2020,1071,1
2348,1071,1
613,1072,1
1711,1072,1
1751,1072,1
2020,1072,1
613,1073,1
775,1073,1
1625,1073,-1
1688,1073,-1
1777,1073,1
2059,1073,1
105,1074,1
273,1074,1
1256,1074,1
1330,1074,1
1787,1074,1
2020,1074,1
1787,1075,1
2375,1075,1
273,1076,1
613,1076,1
1330,1076,1
1707,1076,1
1787,1076,1
2020,1076,1
797,1078,1
1177,1078,1
1194,1078,1
1403,1078,1
1603,1078,1
1711,1078,1
1787,1078,1
1838,1078,1
1029,1079,1
1424,1079,1
105,1080,1
613,1080,1
1330,1080,1
1422,1080,-1
1625,1080,1
1688,1080,1
2020,1080,1
2226,1080,1
826,1081,1
1330,1081,1
120,1082,1
1392,1082,1
1777,1082,1
436,1083,1
808,1083,-1
826,1083,1
1392,1083,1
1422,1083,-1
1603,1083,1
1777,1083,1
1787,1083,1
1996,1083,1
24,1084,1
120,1084,1
474,1084,1
1390,1084,1
1403,1084,1
1636,1084,1
1711,1084,1
1923,1084,1
1996,1084,1
2020,1084,1
1777,1085,1
1787,1085,1
1923,1085,1
273,1086,1
1330,1086,1
1787,1086,1
1793,1086,1
1330,1087,1
273,1088,1
613,1088,1
826,1088,1
1194,1088,1
1330,1088,1
1403,1088,1
1424,1088,-1
1625,1088,1
1688,1088,1
1711,1088,1
1787,1088,1
1838,1088,1
2020,1088,-1
2226,1088,-1
273,1089,1
273,1090,1
288,1090,1
568,1090,1
707,1090,1
1330,1090,1
1455,1090,1
1787,1090,1
1838,1090,1
2020,1090,-1
273,1091,1
1194,1091,1
1330,1091,1
273,1092,1
489,1092,1
1330,1092,1
613,1093,1
1422,1093,1
613,1094,1
2020,1094,1
436,1095,1
1625,1095,1
2020,1095,1
2133,1095,1
601,1097,1
1330,1097,1
1330,1098,1
436,1099,1
775,1099,1
1194,1099,1
1424,1099,1
1625,1099,-1
1787,1099,1
314,1100,1
467,1100,1
558,1100,1
753,1100,1
775,1100,1
1077,1100,1
1330,1100,1
1625,1100,1
1688,1100,1
1787,1100,1
1967,1100,1
2133,1100,1
436,1101,1
467,1101,1
558,1101,1
775,1101,1
1096,1101,1
1403,1101,1
1711,1101,1
1787,1101,1
1793,1101,1
1801,1101,1
1923,1101,1
1967,1101,1
273,1102,1
474,1102,1
825,1102,1
1177,1102,1
1777,1102,1
1787,1102,1
1838,1102,1
105,1103,1
273,1103,1
444,1103,-1
707,1103,-1
753,1103,1
826,1103,1
909,1103,1
1077,1103,1
1246,1103,-1
1330,1103,1
1587,1103,-1
1625,1103,1
1688,1103,1
1711,1103,1
1777,1103,1
1787,1103,1
1838,1103,1
1923,1103,1
1946,1103,-1
2020,1103,-1
2226,1103,1
797,1104,1
1625,1104,1
1688,1104,1
2020,1104,1
2059,1104,1
120,1105,1
273,1105,1
288,1105,1
444,1105,-1
797,1105,1
1587,1105,1
1688,1105,-1
2020,1105,1
2312,1105,1
288,1106,1
444,1106,1
832,1106,1
1077,1106,1
1194,1106,1
1587,1106,1
1793,1106,-1
1946,1106,1
2312,1106,1
2392,1106,1
273,1107,1
1096,1107,1
1194,1107,1
1330,1107,1
1424,1107,1
1787,1107,1
2020,1107,1
273,1108,1
613,1108,1
1422,1108,1
1424,1108,1
1787,1109,1
613,1110,1
826,1110,1
1116,1110,1
1787,1110,1
472,1111,1
613,1111,1
826,1111,1
1330,1111,1
1403,1111,1
1424,1111,1
1625,1111,1
1688,1111,1
1787,1111,1
1838,1111,1
2020,1111,1
613,1112,1
1116,1112,1
2020,1112,1
667,1113,1
825,1113,1
826,1113,1
1096,1113,1
1390,1113,1
1422,1113,-1
1424,1113,1
1625,1113,1
1688,1113,1
1711,1113,1
1946,1113,1
2020,1113,1
826,1114,1
1246,1114,1
2016,1114,1
2020,1114,1
2348,1114,1
273,1115,1
707,1115,1
1779,1115,1
1787,1115,1
459,1117,-1
1256,1117,1
1330,1117,1
1403,1117,1
1711,1117,1
1751,1117,1
1787,1117,1
273,1118,1
613,1118,1
826,1118,1
1787,1118,1
489,1119,1
515,1119,1
753,1119,1
826,1119,-1
1116,1119,1
1403,1119,-1
1787,1119,1
2020,1119,1
2168,1119,1
273,1120,1
613,1120,1
1330,1120,1
1636,1120,1
1787,1120,1
797,1121,1
826,1121,1
1096,1121,1
1330,1121,1
1625,1121,1
1688,1121,1
2020,1121,1
2335,1121,1
2348,1121,1
2470,1121,1
1787,1122,1
2335,1122,1
613,1123,1
826,1123,1
797,1124,1
1096,1124,1
1330,1124,1
1424,1124,1
1625,1124,1
1923,1124,-1
273,1125,1
613,1125,1
826,1125,-1
1077,1125,1
1380,1126,1
273,1127,1
832,1127,1
1380,1127,1
1587,1127,-1
1787,1127,1
2348,1128,1
258,1129,1
273,1129,1
1422,1129,1
1625,1129,1
1688,1129,1
2020,1129,1
1330,1130,1
1424,1130,1
2168,1130,1
613,1132,1
1096,1132,1
1396,1132,1
1707,1132,1
288,1133,-1
707,1133,-1
775,1133,1
1330,1133,1
1787,1133,1
1403,1134,1
1787,1134,1
2020,1134,1
2133,1134,1
1424,1135,1
1511,1135,1
1688,1135,1
707,1136,1
1330,1136,1
436,1137,1
444,1137,1
1077,1137,1
1390,1137,1
1587,1137,1
1688,1137,1
1777,1137,1
273,1138,1
273,1139,1
1077,1139,1
1330,1139,1
1688,1139,1
797,1140,1
826,1140,-1
1330,1140,1
1424,1140,1
1625,1140,1
1688,1140,1
2020,1140,1
2348,1140,1
273,1141,1
396,1141,1
613,1141,1
1422,1142,1
1787,1142,1
2020,1142,1
273,1143,1
1330,1144,1
2020,1144,1
273,1145,1
444,1145,1
467,1145,1
1422,1145,1
1711,1145,1
1787,1145,1
1838,1145,1
2020,1145,1
273,1146,1
613,1146,1
273,1147,1
1330,1147,1
1424,1147,1
1787,1147,1
1077,1148,1
1424,1148,1
1787,1148,1
1787,1149,1
2020,1149,1
613,1150,1
1194,1150,1
1688,1150,1
273,1151,1
613,1151,1
1131,1151,1
1330,1151,1
1787,1151,1
2020,1151,1
613,1152,1
1330,1152,1
1787,1152,1
2020,1152,1
273,1153,1
1330,1153,1
826,1154,1
1777,1154,1
1787,1154,1
1212,1155,1
1330,1155,1
1787,1155,1
1967,1155,1
2020,1155,1
613,1156,1
1422,1156,1
2020,1156,1
273,1157,1
2020,1157,1
1403,1158,1
1625,1158,1
1688,1158,1
2020,1158,1
2226,1158,1
2348,1158,-1
613,1159,1
1403,1159,1
1422,1159,-1
1777,1159,1
1787,1159,1
1838,1159,1
2016,1159,1
2020,1159,1
2348,1159,1
273,1160,1
489,1160,1
613,1160,1
826,1160,1
1077,1160,1
1116,1160,1
1194,1160,1
1330,1160,-1
1403,1160,1
1422,1160,-1
1787,1160,1
2020,1160,1
2168,1160,1
474,1161,1
1001,1161,1
1390,1161,1
1403,1161,1
2020,1161,1
2168,1161,1
2485,1161,1
273,1162,1
1330,1162,1
1625,1163,1
1688,1163,1
273,1164,1
613,1164,1
1194,1165,1
1625,1165,1
1688,1165,1
2020,1165,1
2312,1165,1
273,1166,1
613,1166,1
1330,1166,1
1422,1166,1
1793,1166,1
2020,1166,1
273,1167,1
489,1167,1
613,1167,1
707,1167,-1
1194,1167,1
1330,1167,1
1625,1167,1
1688,1167,1
1967,1167,1
2020,1167,1
273,1168,1
1330,1168,1
273,1169,1
288,1169,1
707,1169,1
1194,1169,1
1330,1169,1
1422,1169,1
1711,1169,1
1787,1169,1
2020,1169,1
2226,1169,1
273,1170,1
613,1170,1
707,1170,-1
826,1170,1
1077,1170,1
1264,1170,1
1330,1170,1
1403,1170,1
1422,1170,1
1424,1170,1
1711,1170,1
1787,1170,1
1793,1170,1
1838,1170,1
2020,1170,1
1330,1171,1
2020,1171,1
613,1172,1
1330,1172,1
613,1173,1
1422,1173,1
1787,1173,1
1838,1173,1
1194,1174,1
1330,1174,1
1711,1174,1
1787,1174,1
467,1175,1
613,1175,1
1330,1175,1
1625,1175,1
2020,1175,1
48,1176,1
273,1176,-1
613,1176,1
826,1176,1
1194,1176,1
1422,1176,1
1587,1176,-1
1688,1176,1
1711,1176,-1
1787,1176,1
1838,1176,-1
2020,1176,1
396,1177,1
474,1177,1
707,1177,1
753,1177,1
1131,1177,1
1403,1177,1
1777,1177,1
1787,1177,1
1923,1177,1
2168,1177,1
2402,1177,1
2470,1177,1
1330,1178,1
273,1179,1
613,1179,1
826,1179,1
1330,1179,1
1422,1179,-1
1787,1179,1
1838,1179,1
2020,1179,-1
2348,1179,-1
273,1180,1
288,1180,-1
707,1180,-1
826,1180,1
1194,1180,1
1720,1180,1
1793,1180,1
1946,1180,1
2020,1180,1
1330,1181,1
1403,1181,1
1787,1181,1
1793,1181,1
1096,1182,1
1177,1182,1
1996,1182,1
273,1183,1
1422,1183,1
1787,1183,1
2020,1183,1
613,1184,1
826,1184,1
1390,1184,1
1422,1184,-1
1625,1184,1
2470,1184,1
1777,1185,1
105,1186,1
613,1186,1
1511,1186,1
24,1187,1
273,1187,-1
489,1187,1
559,1187,1
707,1187,1
1116,1187,1
1246,1187,-1
1330,1187,1
1403,1187,-1
1422,1187,1
1424,1187,1
1787,1187,-1
1996,1187,1
2020,1187,1
396,1188,1
1390,1188,1
1801,1188,1
2133,1188,1
2470,1188,1
105,1189,1
288,1189,-1
1077,1189,1
1390,1189,1
2020,1189,1
120,1190,1
258,1190,1
273,1190,-1
444,1190,-1
707,1190,1
826,1190,1
1077,1190,1
1194,1190,1
1330,1190,-1
1422,1190,1
1424,1190,1
1587,1190,-1
1625,1190,1
1688,1190,-1
1787,1190,1
1793,1190,1
2020,1190,1
2168,1190,1
2355,1190,1
273,1191,1
613,1191,1
1194,1191,1
1330,1191,1
1422,1191,1
1625,1191,-1
1787,1191,1
1096,1192,1
1330,1192,1
1330,1193,1
797,1195,1
1096,1195,1
1194,1195,1
1213,1195,1
1625,1195,1
1688,1195,1
2020,1195,1
273,1196,1
474,1196,1
707,1196,-1
775,1196,1
1077,1196,1
1194,1196,1
1422,1196,1
1720,1196,1
1787,1196,-1
2020,1196,-1
2168,1196,1
273,1197,1
273,1198,1
467,1199,1
613,1199,1
1330,1199,1
2348,1199,1
467,1200,1
1625,1201,1
1688,1201,1
2016,1201,-1
2020,1201,1
2226,1201,1
2303,1201,1
2348,1201,-1
273,1202,1
2485,1202,1
436,1203,1
474,1203,1
1422,1203,1
2485,1203,1
273,1204,1
1330,1204,1
1422,1204,1
1787,1204,1
288,1205,-1
444,1205,-1
1194,1205,1
1212,1205,-1
1587,1205,-1
1711,1205,-1
1793,1205,1
1946,1205,1
24,1206,1
474,1206,1
568,1206,1
1256,1206,-1
1787,1206,1
2312,1206,1
258,1207,1
396,1207,1
436,1207,1
808,1207,1
871,1207,1
1403,1207,1
1787,1207,1
2168,1207,1
489,1208,1
613,1208,1
667,1208,1
273,1209,1
613,1209,1
1077,1209,1
1330,1210,1
1787,1210,1
2303,1210,1
2348,1210,-1
1194,1211,1
1403,1211,1
1787,1211,1
105,1214,1
1330,1214,1
1422,1214,1
1424,1214,1
2020,1214,1
1424,1216,1
2059,1216,1
120,1217,1
667,1217,1
1215,1217,1
667,1218,1
753,1218,1
826,1218,1
1077,1218,1
1215,1218,1
1787,1218,1
444,1219,1
667,1219,1
1001,1219,1
120,1220,1
667,1220,1
826,1220,1
1215,1220,1
1482,1220,1
2059,1220,1
667,1221,1
1215,1221,1
1482,1221,1
2020,1221,1
667,1222,1
883,1222,1
1077,1222,1
575,1223,1
613,1223,1
1131,1223,1
1330,1223,1
1403,1223,-1
1787,1223,1
1330,1224,1
1390,1224,1
1422,1224,1
2020,1224,1
2303,1224,1
273,1225,1
1403,1225,1
273,1226,1
1422,1226,1
1787,1226,1
2020,1226,1
105,1227,-1
273,1227,1
288,1227,1
444,1227,1
613,1227,1
707,1227,1
826,1227,-1
1194,1227,1
1212,1227,1
1330,1227,1
1390,1227,1
1403,1227,-1
1422,1227,1
1424,1227,1
1455,1227,1
1625,1227,1
1688,1227,-1
1711,1227,1
1777,1227,1
1787,1227,1
1793,1227,-1
1838,1227,1
2020,1227,1
2168,1227,1
105,1228,1
273,1228,1
797,1228,1
273,1229,1
288,1229,1
707,1229,1
1212,1229,1
1424,1229,1
1787,1229,1
883,1230,1
1330,1231,1
273,1232,1
1330,1232,1
775,1233,1
1330,1233,1
613,1234,1
1787,1234,1
740,1235,1
1330,1235,1
1603,1235,1
1787,1235,1
2020,1235,1
1424,1236,1
756,1237,1
826,1237,1
1688,1237,1
273,1238,1
613,1238,1
1077,1238,1
273,1239,1
2020,1239,1
797,1240,1
1787,1240,1
24,1241,1
273,1241,1
1422,1241,1
1946,1241,1
120,1242,1
474,1242,1
613,1242,1
1636,1242,1
1777,1242,1
2133,1242,1
2226,1242,1
489,1243,1
1077,1243,1
1330,1243,1
1422,1243,1
1625,1243,-1
1688,1243,-1
1787,1243,1
1838,1243,1
2104,1243,1
2133,1243,1
2226,1243,1
2348,1243,1
2470,1243,1
1330,1244,1
273,1245,1
613,1245,1
1330,1245,1
273,1247,1
489,1247,1
613,1247,1
707,1247,1
826,1247,-1
1194,1247,1
1212,1247,1
1330,1247,1
1422,1247,1
1627,1247,1
1688,1247,1
1787,1247,1
1793,1247,1
1967,1247,1
2020,1247,1
2335,1247,1
2348,1247,1
1330,1248,1
2335,1248,1
48,1249,-1
273,1249,1
740,1249,1
1096,1249,1
1603,1249,-1
1625,1249,-1
1688,1249,1
1787,1249,1
2020,1249,-1
1330,1250,1
396,1251,1
444,1251,1
1077,1251,1
1194,1251,1
1212,1251,1
1587,1251,1
1946,1251,1
2020,1251,1
105,1252,-1
165,1252,-1
255,1252,-1
258,1252,1
273,1252,1
288,1252,-1
436,1252,1
444,1252,-1
474,1252,1
707,1252,1
826,1252,-1
1001,1252,-1
