Node 1,Node 2,Weight
1131,415,1
1330,415,1
1777,415,1
1787,415,1
1838,415,1
1923,415,1
558,416,1
1330,416,1
24,417,1
78,417,1
396,417,1
474,417,1
613,417,1
1131,417,1
1177,417,1
1246,417,1
1720,417,1
1801,417,1
1996,417,1
2226,417,1
2355,417,1
2375,417,1
2392,417,1
753,418,1
273,419,1
1422,419,1
1787,419,1
459,420,1
613,420,1
707,420,1
1096,420,1
1256,420,-1
1330,420,1
1625,420,1
1711,420,1
1751,420,1
1792,420,-1
273,421,1
613,421,1
707,421,1
826,421,1
1194,421,1
1330,421,1
1390,421,1
1422,421,1
1424,421,1
1625,421,1
1688,421,1
1787,421,1
2020,421,1
1077,422,1
273,423,1
613,423,1
667,423,1
1330,423,1
1424,423,1
1787,423,1
1688,424,1
2020,424,1
273,425,1
613,425,1
2020,425,1
273,426,1
613,426,1
1330,426,1
1625,426,1
1777,426,1
1787,426,1
2020,426,1
2133,426,1
2226,426,1
273,427,1
1194,427,1
1330,427,1
1422,427,1
1787,427,1
105,428,1
273,428,1
1787,428,1
105,429,1
1096,429,1
1330,429,1
1424,429,1
613,430,1
1787,430,1
1787,431,1
273,432,1
1330,432,1
1330,433,1
1511,433,1
613,434,1
1096,434,1
1330,434,1
1787,434,1
2020,434,1
1787,435,1
273,437,1
613,437,1
826,437,1
273,438,1
1029,438,1
2133,438,1
1711,439,1
2020,439,1
273,440,1
1787,440,1
2312,440,1
613,441,1
1787,442,1
1212,443,1
1422,445,1
1330,446,1
1787,446,1
1688,447,1
273,448,1
1688,448,1
273,449,1
444,449,1
826,449,1
1131,449,1
1403,449,1
1625,449,1
1787,449,1
2020,449,1
2470,449,1
273,450,1
707,450,-1
826,450,1
1194,450,-1
1403,450,1
1422,450,-1
1424,450,1
1625,450,1
1688,450,1
1787,450,1
2020,450,-1
2226,450,1
2485,450,1
105,451,1
613,451,1
826,451,1
1131,451,1
2226,451,1
1424,452,1
1625,452,1
1688,452,1
1787,453,1
2020,453,1
273,454,1
1213,454,1
1787,454,1
120,455,1
273,455,1
436,455,1
1330,455,1
1330,456,1
1787,456,1
78,457,1
120,457,1
826,457,1
1077,457,1
1131,457,1
1403,457,1
1787,457,1
1838,457,1
273,458,1
1424,458,1
1688,458,1
1787,458,1
1946,458,1
2020,458,1
347,459,1
613,459,1
1256,459,1
1330,459,1
1422,459,1
1751,459,-1
273,460,1
1720,460,1
273,461,1
273,462,1
474,462,1
613,462,1
1330,462,1
1422,462,1
1787,462,1
1422,463,1
1330,464,1
1793,464,1
1424,465,1
273,466,1
613,466,1
436,468,1
2470,468,1
120,469,1
273,469,1
883,469,1
1194,469,1
1422,469,-1
1787,469,1
2020,469,1
120,470,1
1077,470,1
1424,470,1
273,471,1
613,471,1
1688,471,1
2020,471,1
613,473,1
826,473,1
1077,473,1
1194,473,1
1330,473,1
1383,473,1
1403,473,1
1787,473,1
2226,473,1
288,475,1
707,475,1
1177,475,1
1787,475,1
707,476,1
1001,476,1
1787,476,1
1967,476,1
2020,476,1
288,477,1
707,477,1
1001,477,1
1390,477,1
1787,477,1
2020,477,1
613,478,1
1422,478,1
1625,478,1
1688,478,1
2020,478,1
2226,478,1
2348,478,1
1116,479,1
1422,479,1
1787,479,1
2485,479,1
48,480,1
273,480,1
489,480,1
826,480,1
883,480,1
1116,480,1
1330,480,1
1422,480,1
1787,480,1
273,481,1
1096,481,1
1424,481,1
2020,481,1
613,482,1
797,482,1
1787,482,1
2312,482,1
1422,483,1
2020,483,1
1787,484,1
24,485,1
459,485,1
613,485,1
826,485,1
1256,485,-1
1330,485,1
1751,485,1
444,486,-1
1424,486,1
1116,487,1
120,488,1
273,488,1
1330,488,1
1787,488,1
753,489,1
1330,489,1
1967,489,1
258,490,1
613,490,1
826,490,1
1194,490,1
1403,490,1
1688,490,-1
1711,490,1
1777,490,1
1787,490,1
2020,490,-1
1096,492,1
1330,492,1
1787,492,1
120,493,1
1711,493,1
273,494,1
491,494,1
613,494,1
667,494,-1
826,494,1
1215,494,1
1330,494,1
1787,494,1
2020,494,1
273,495,1
2020,495,1
613,496,1
1330,496,1
273,497,1
613,497,1
1330,497,1
1422,497,1
1787,497,1
826,498,1
273,499,1
288,499,-1
474,499,1
826,499,-1
854,499,1
1194,499,1
1422,499,1
1587,499,-1
1625,499,1
1688,499,-1
1787,499,1
2020,499,1
78,500,1
1029,500,1
1330,500,1
613,501,1
707,501,-1
1330,501,1
273,502,-1
515,502,1
775,502,1
826,502,-1
1194,502,1
1330,502,1
1787,502,-1
2020,502,1
1424,503,1
273,504,1
1029,504,1
1194,504,1
1787,504,1
2133,504,1
273,505,1
568,505,1
273,506,1
1213,506,1
273,507,1
1077,507,1
1793,507,1
1838,507,-1
1330,508,1
707,509,1
775,509,1
1330,509,1
1392,509,1
1711,509,1
2312,509,1
1422,510,1
2020,511,1
273,512,1
288,512,1
707,512,1
1194,512,1
2020,512,1
273,513,1
613,513,1
707,513,1
1330,513,1
1422,513,1
1625,513,1
1688,513,1
1787,513,1
1838,513,1
2020,513,1
2348,513,1
288,514,1
444,514,-1
707,514,1
1131,514,1
1177,514,1
1330,514,1
1396,514,1
1455,514,1
1777,514,1
2020,514,1
2355,514,1
2485,514,1
1511,516,1
613,517,1
1330,517,1
1707,517,1
273,518,1
1422,518,1
273,519,1
1330,520,1
273,521,1
1330,522,1
273,523,1
1194,523,1
1330,523,1
1787,523,1
1946,523,1
2020,523,1
2226,523,1
613,524,1
1422,524,1
1688,524,1
1787,524,1
120,525,1
258,525,1
474,525,1
613,525,-1
797,525,1
826,525,1
1194,525,1
1330,525,-1
1390,525,1
1422,525,1
1625,525,-1
1636,525,1
1688,525,-1
1777,525,1
1787,525,1
1838,525,1
1889,525,-1
1923,525,1
2020,525,-1
2133,525,1
2226,525,1
120,526,1
258,526,1
396,526,1
474,526,1
1029,526,1
1777,526,1
1787,526,1
436,527,1
707,527,-1
808,527,-1
1096,527,1
1390,527,1
1392,527,1
1777,527,1
1787,527,1
444,528,1
1330,528,1
1330,529,1
1787,529,1
436,530,1
613,530,1
1787,530,1
105,531,1
273,531,1
613,531,1
1330,531,1
1424,531,1
1688,531,1
1711,531,1
2020,531,1
120,532,1
1787,532,1
613,533,1
797,533,1
1422,533,1
797,534,1
1330,534,1
105,535,1
273,535,1
613,535,1
797,535,1
1330,535,1
1996,535,1
273,536,1
707,536,1
1096,536,1
1148,536,1
1403,536,-1
1603,536,1
273,537,1
1148,537,1
1627,537,1
2133,538,1
558,539,1
1422,539,1
558,540,1
1330,540,1
1403,540,1
1625,540,1
1688,540,1
1787,540,1
2020,540,1
273,541,1
1787,541,1
1330,542,1
1403,542,1
1625,542,1
1688,542,1
2020,542,1
24,543,1
273,543,-1
474,543,1
613,543,1
1116,543,1
1330,543,-1
1422,543,-1
1424,543,1
1625,543,1
1688,543,1
1777,543,1
1787,543,1
1838,543,-1
1889,543,1
2020,543,1
826,544,1
1077,544,1
1330,544,1
1422,544,-1
1625,544,1
1688,544,1
1787,544,1
2020,544,1
2226,544,1
2348,544,1
2485,544,1
105,545,1
273,545,1
474,545,1
613,545,1
1077,545,1
1330,545,1
1424,545,-1
1688,545,-1
1787,545,1
2020,545,1
2348,545,1
273,546,1
613,546,1
1194,546,1
1330,546,1
1422,546,1
1787,546,1
1923,546,1
2020,546,1
273,547,1
2133,547,1
273,548,1
2020,549,1
444,550,1
1330,550,1
613,551,-1
826,551,-1
1077,551,-1
1194,551,1
1403,551,1
1422,551,1
1587,551,-1
1625,551,1
1688,551,1
1711,551,1
1787,551,1
1838,551,-1
2226,551,1
2348,551,-1
826,552,1
1424,552,1
1787,552,1
1403,553,1
1787,553,1
105,554,1
826,554,1
1330,554,1
1424,554,1
1511,554,1
1787,554,1
2020,554,1
1603,555,1
273,556,1
613,556,1
775,556,1
1330,556,1
2020,556,1
1194,557,1
1625,557,1
1688,557,1
2016,557,-1
2020,557,1
2348,557,1
2485,557,1
273,560,1
613,560,1
1424,560,1
273,561,1
613,561,1
1625,561,1
1688,561,1
2020,561,1
1330,562,1
1330,563,1
1787,563,1
258,564,1
288,564,1
808,564,1
1116,564,1
1148,564,1
1131,565,1
1194,565,1
1688,565,1
2020,565,1
258,566,1
1330,566,1
2133,566,1
1625,567,1
1688,567,1
2020,567,1
120,568,1
288,568,1
436,568,1
707,568,1
1455,568,-1
1587,568,-1
1625,568,-1
2020,568,1
1330,569,1
1424,569,1
1131,570,1
1711,570,1
1787,570,1
1625,571,1
1688,571,1
2020,571,1
1424,572,1
613,573,1
1077,573,1
1403,573,1
1787,573,1
1838,573,-1
613,574,1
825,576,1
1424,576,1
1688,576,1
42,577,1
613,577,1
797,578,1
1194,578,1
1390,578,1
1625,578,1
1688,578,1
2169,578,1
2348,578,1
1194,579,1
1330,579,1
2020,579,1
613,580,1
826,580,1
1390,580,1
613,581,1
1194,581,1
273,582,1
826,582,1
1390,582,1
105,583,1
273,583,1
613,583,1
775,583,1
826,583,1
1194,583,1
1330,583,1
1403,583,1
1422,583,1
1424,583,1
1625,583,1
1711,583,1
1787,583,1
2020,583,1
273,584,1
613,584,1
1422,584,1
444,585,1
613,585,1
1787,585,1
797,586,1
1222,586,1
1403,586,1
1636,586,1
2133,586,1
613,587,1
2437,587,1
2335,588,1
105,589,1
1688,589,1
1711,589,1
436,590,1
1026,590,1
1403,590,1
1787,590,1
2133,590,1
2348,590,1
707,591,-1
1194,591,1
1625,591,1
1688,591,1
1711,591,1
1720,591,1
1787,591,-1
2335,591,1
436,592,1
489,592,1
613,592,-1
1194,592,1
1330,592,1
1403,592,-1
1787,592,1
1967,592,1
2133,592,1
2348,592,1
489,593,1
575,593,1
613,593,1
667,593,1
1787,593,1
2020,593,1
78,594,1
489,594,1
613,594,1
707,594,1
1330,594,1
1777,594,1
2016,594,1
2168,594,1
2348,594,-1
613,595,1
1330,595,1
1787,595,1
273,596,1
474,596,1
613,596,1
826,596,1
1330,596,1
1403,596,1
1422,596,1
1688,596,1
1711,596,1
1787,596,1
1838,596,1
2016,596,1
2020,596,-1
2226,596,1
797,597,1
826,597,1
1330,597,1
1422,597,1
1625,597,-1
1777,597,1
1787,597,1
1838,597,1
1923,597,1
2020,597,1
2485,597,1
273,598,1
1330,598,1
1787,598,1
613,599,1
756,599,1
1330,600,1
1787,600,1
2020,600,1
2133,600,1
1403,602,1
1787,602,1
1422,603,1
1077,604,1
1330,604,1
613,605,1
1330,605,1
559,606,1
613,606,1
1194,606,1
1711,606,1
1787,606,1
1996,606,1
2168,606,1
273,607,1
613,607,1
1330,607,1
1330,608,1
2020,608,1
2020,609,1
273,610,1
273,611,1
120,612,1
1422,612,1
1787,612,1
2020,612,1
575,613,1
667,613,1
1422,613,1
1787,613,1
2020,613,1
24,614,1
613,614,1
707,614,1
826,614,1
1194,614,1
1330,614,1
1422,614,1
1625,614,-1
1688,614,-1
1777,614,1
1787,614,1
1923,614,1
2020,614,-1
2312,614,1
273,615,1
613,615,1
753,615,1
825,615,1
826,615,1
1777,615,1
1787,615,1
2402,615,1
273,616,1
613,616,1
273,617,1
613,617,1
1787,617,1
1246,618,-1
1390,618,1
1424,618,1
78,619,1
120,619,1
1077,619,1
1194,619,1
1537,619,1
1777,619,1
1923,619,1
2020,619,1
1077,620,1
1330,620,1
1422,620,1
1636,620,1
105,621,1
826,621,-1
1625,621,1
1688,621,1
2020,621,1
1194,622,1
1330,622,1
1424,622,1
2020,622,1
1212,623,1
1330,623,1
1422,623,1
1787,623,1
568,624,1
1720,624,1
2226,624,1
1077,625,1
1116,625,1
1148,625,1
1194,625,1
1625,625,1
1636,625,1
1688,625,1
2020,625,1
1116,626,1
1148,626,1
1625,626,1
1636,626,1
2020,626,1
2485,626,1
826,627,1
2133,627,1
273,628,1
1177,628,1
273,629,1
1396,629,1
273,630,1
1330,630,1
1636,630,1
1787,630,1
2168,630,1
2470,630,1
120,631,1
436,631,1
444,631,-1
1077,631,1
1131,631,1
1390,631,1
1587,631,-1
1625,631,1
1688,631,1
1777,631,1
2133,631,1
2355,631,1
2470,631,1
707,632,1
1330,632,1
1424,632,1
1511,632,1
1787,632,1
2020,632,1
489,633,1
613,633,1
826,633,1
1077,633,1
1096,633,1
1194,633,-1
1246,633,-1
1330,633,1
1711,633,1
2020,633,-1
436,634,1
474,634,-1
489,634,1
575,634,1
613,634,1
826,634,1
1131,634,1
1330,634,1
1403,634,1
1422,634,-1
1511,634,1
1625,634,-1
1711,634,1
1777,634,1
1787,634,1
1793,634,1
2020,634,1
2168,634,1
2226,634,1
273,635,1
1422,635,1
2020,635,1
273,636,1
613,636,1
1330,636,1
2020,636,1
273,637,1
1403,637,1
797,638,1
1194,638,1
1330,638,1
1625,638,1
1688,638,1
2020,638,1
2485,638,1
1116,639,1
1688,639,1
1787,639,1
2485,639,1
273,640,1
436,640,1
1194,640,1
1330,640,1
1390,640,1
1625,640,-1
1787,640,1
2020,640,1
273,641,1
808,641,1
1424,641,1
24,642,1
258,642,1
273,642,1
436,642,1
474,642,1
489,642,1
707,642,1
825,642,1
1029,642,1
1246,642,1
1422,642,-1
1424,642,1
1625,642,-1
1688,642,-1
1787,642,1
1923,642,1
2312,642,1
2375,642,1
2402,642,1
2470,642,1
2485,642,1
667,643,1
707,643,1
1625,643,1
1777,643,1
2020,643,1
78,644,1
273,644,1
472,644,1
489,644,1
613,644,1
826,644,1
1194,644,1
1422,644,-1
1424,644,1
1688,644,1
1777,644,1
1787,644,1
1967,644,1
2020,644,1
2121,644,1
1330,645,1
2020,645,1
2335,645,1
288,646,1
613,646,1
707,646,1
1330,646,1
1455,646,1
1777,646,1
1787,646,1
2129,646,1
753,647,1
288,648,1
707,648,1
1787,648,1
2020,648,1
48,649,-1
273,649,1
613,649,1
707,649,-1
1194,649,1
1330,649,1
1422,649,1
1455,649,-1
1787,649,1
2020,649,1
1096,650,1
1688,650,1
2226,650,1
1422,651,1
1625,651,1
1688,651,1
2020,651,1
273,652,1
273,653,1
1330,654,1
1777,654,1
273,655,1
1330,655,1
1777,655,1
1787,655,1
273,656,1
1403,656,1
2020,656,1
1330,657,1
2020,657,1
472,658,1
474,658,1
613,658,1
1889,658,1
2121,658,1
105,659,1
459,659,-1
613,659,-1
826,659,-1
1194,659,1
1256,659,1
1330,659,1
1403,659,-1
1422,659,1
1625,659,1
1688,659,1
1751,659,-1
1787,659,1
1792,659,1
2020,659,1
273,660,1
436,660,1
826,660,1
1194,660,1
2020,660,1
2133,660,1
273,661,1
613,661,1
832,662,1
273,663,1
1330,663,1
2020,663,1
273,664,1
826,664,1
1330,664,-1
1403,664,1
1422,664,1
1424,664,1
1688,664,-1
1777,664,1
1787,664,1
2226,664,1
826,665,1
1096,665,1
1330,665,1
1688,665,1
1787,665,1
2020,665,1
273,666,1
613,666,1
775,666,1
826,666,1
1403,666,1
1422,666,-1
1424,666,1
1777,666,1
1787,666,1
2020,666,1
2226,666,1
273,668,-1
436,668,1
613,668,-1
1330,668,1
1422,668,1
1424,668,1
1625,668,1
1688,668,1
1787,668,1
2020,668,1
2133,668,1
2348,668,1
273,669,1
826,669,1
1029,669,1
1131,669,1
1330,669,1
1422,669,1
1603,669,1
1627,669,1
1688,669,1
1711,669,1
1777,669,1
1787,669,1
2020,669,1
1177,670,1
1330,670,1
1390,670,1
1422,670,1
2485,670,1
273,671,1
273,672,1
1946,672,1
489,673,1
613,673,1
1330,673,1
1787,673,1
105,674,-1
273,674,-1
613,674,1
667,674,-1
826,674,1
1194,674,1
1256,674,1
1330,674,1
1390,674,1
1403,674,-1
1422,674,1
1424,674,-1
1625,674,-1
1636,674,1
1688,674,-1
1777,674,1
1787,674,1
1838,674,1
1946,674,1
2020,674,-1
2226,674,1
258,675,1
613,675,1
775,675,1
1096,675,1
1194,675,1
1330,675,1
1403,675,-1
1511,675,1
1777,675,1
1787,675,1
2020,675,-1
258,676,1
436,676,1
667,676,1
826,676,-1
1330,676,1
1390,676,1
1403,676,1
1424,676,1
1787,676,1
2020,676,1
273,677,1
1330,677,1
1625,677,1
2020,677,1
474,678,-1
707,678,-1
826,678,1
1131,678,1
1246,678,-1
1330,678,1
1403,678,1
1625,678,-1
1688,678,-1
1711,678,-1
1777,678,1
1787,678,1
1838,678,1
2020,678,1
2226,678,1
48,679,-1
273,679,1
1330,679,1
1587,679,1
2020,679,1
474,680,-1
613,680,1
1403,680,1
1889,680,1
2020,680,1
444,681,1
613,681,1
1077,681,1
1330,681,-1
1587,681,1
1625,681,-1
1688,681,-1
1711,681,1
1787,681,1
1838,681,1
1923,681,1
2020,681,-1
613,682,1
1330,682,1
2133,682,1
613,683,1
1194,683,1
1751,683,1
1792,683,1
288,684,1
707,684,1
1455,684,1
1627,684,1
273,685,1
613,685,1
775,685,1
1194,685,1
1330,685,1
1625,685,1
1688,685,1
1787,685,1
1838,685,-1
2020,685,1
613,686,1
775,686,1
797,686,1
1403,686,1
1707,686,1
2020,686,1
2168,686,1
797,687,1
1330,687,1
1625,687,1
1688,687,1
2020,687,1
2226,687,1
1587,688,1
288,689,1
797,689,1
1077,689,1
1131,689,1
1330,689,1
1711,689,1
1787,689,1
2402,689,1
1330,690,1
613,691,1
1077,691,1
1194,691,1
1390,691,1
2226,691,1
273,692,1
613,693,1
2020,693,1
489,694,1
826,694,1
1096,694,1
1330,694,-1
1777,694,1
1787,694,1
2226,694,1
613,695,1
1077,695,1
2020,695,1
2485,695,1
273,696,1
613,696,1
489,697,1
1077,697,1
1131,697,1
1330,697,1
1403,697,1
1511,697,1
1625,697,1
1688,697,-1
1711,697,1
1787,697,1
1967,697,1
2020,697,1
2133,697,1
2335,697,1
707,698,-1
1212,698,1
1330,698,1
1511,698,1
2335,698,1
273,699,1
288,699,1
707,699,-1
1330,699,1
1777,699,1
273,700,1
288,700,1
436,700,1
707,700,1
1077,700,1
1194,700,1
1330,700,1
1587,700,1
1625,700,-1
1787,700,-1
1793,700,-1
2020,700,-1
1330,701,1
613,702,1
832,702,1
1194,702,-1
1330,702,1
1587,702,-1
826,703,1
1625,703,1
1688,703,1
2020,703,1
826,704,1
1403,704,1
1422,704,-1
1627,704,1
1777,704,1
1787,704,1
1838,704,1
2168,704,1
2226,704,1
1330,705,1
1424,706,1
1625,706,1
1688,706,1
1793,706,1
1330,708,1
1213,709,1
1625,709,-1
1688,709,1
797,710,1
1194,710,1
1625,710,1
1688,710,1
2020,710,1
2348,710,1
120,711,1
707,711,1
1787,711,1
273,712,1
1077,712,1
1625,712,-1
1688,712,-1
2020,712,1
1077,713,1
1194,713,1
1787,713,1
2020,713,1
1424,714,1
1787,714,1
1194,715,1
1330,715,1
288,716,1
444,716,1
832,716,1
1194,716,1
1455,716,-1
1587,716,1
1793,716,-1
1946,716,1
2392,716,1
288,717,1
1330,717,1
1424,718,1
1688,718,1
1177,719,1
1330,719,1
1424,719,1
1777,719,1
1787,719,1
2020,719,1
467,720,1
1194,720,1
1396,720,1
1625,720,1
1688,720,1
1777,720,1
2020,720,1
2312,720,1
2485,720,1
273,721,1
1330,721,1
1793,721,1
273,722,1
613,722,1
1787,722,1
273,723,1
1787,723,1
48,724,1
273,724,1
288,724,1
613,724,1
1330,724,1
1422,724,1
1424,724,1
1636,724,1
1787,724,1
2020,724,-1
273,725,1
797,725,1
273,726,1
797,726,1
2020,727,1
120,728,1
258,728,1
444,728,1
707,728,1
825,728,1
1096,728,1
1194,728,1
1330,728,1
1424,728,1
1587,728,1
1777,728,1
1787,728,1
2402,728,1
2485,728,1
48,729,1
273,729,1
613,729,1
1077,729,1
1194,729,1
1422,729,1
1625,729,1
1688,729,1
1787,729,1
273,730,1
613,730,1
1330,730,1
1424,730,1
1688,730,1
120,731,1
474,731,1
826,731,1
1131,731,1
1403,731,1
1777,731,1
1787,731,1
1793,731,1
1838,731,1
1131,732,1
1390,732,1
1587,732,1
273,733,1
436,733,1
444,733,-1
613,733,1
1131,733,1
1330,733,1
1396,733,1
1587,733,1
1787,733,1
2485,733,1
120,734,1
797,734,1
1077,734,1
273,735,1
613,735,1
825,735,1
1330,735,1
1688,735,1
2020,735,1
273,736,1
613,736,-1
707,736,-1
826,736,1
1194,736,1
1720,736,1
1787,736,1
1793,736,1
273,737,1
826,737,1
1077,737,1
1330,737,1
105,738,1
273,738,1
1177,738,1
1787,738,1
1330,739,1
1625,739,1
1688,739,1
1787,739,1
2020,739,1
613,741,1
667,741,1
1194,741,1
1330,741,-1
1625,741,-1
1777,741,1
667,742,1
273,743,1
1116,743,1
1330,743,1
1777,743,1
2348,743,1
273,744,1
613,744,1
826,744,1
1330,744,1
1422,744,1
1424,744,1
2020,744,1
273,745,1
1330,745,1
1424,745,1
1688,745,1
1777,745,1
2129,745,-1
2303,745,-1
775,746,1
1077,746,1
1330,746,1
1787,746,1
273,747,1
613,747,1
1194,747,1
1330,747,1
1422,747,1
2020,747,1
1330,748,1
436,749,1
474,749,1
707,749,1
826,749,1
1148,749,1
1213,749,1
1403,749,1
1422,749,1
1711,749,1
1720,749,1
1838,749,1
1923,749,1
2020,749,1
2137,749,1
436,750,1
474,750,1
826,750,1
1383,750,1
1403,750,1
2133,750,1
2226,750,1
2020,751,1
613,752,1
1330,752,1
1422,752,1
1424,752,1
436,753,1
467,753,1
489,753,1
613,753,1
667,753,1
883,753,1
1077,753,1
1194,753,1
1264,753,1
1390,753,1
1482,753,1
1587,753,1
1787,753,1
2020,753,1
2133,753,1
258,754,1
444,754,-1
467,754,1
489,754,1
613,754,1
667,754,1
1131,754,1
1403,754,1
1422,754,1
1587,754,1
1787,754,1
2020,754,1
613,755,1
1793,755,1
707,757,1
2020,757,1
273,758,1
1330,758,1
1422,758,1
1787,758,1
105,759,1
444,759,1
613,759,1
826,759,1
1131,759,1
1194,759,1
1330,759,1
1422,759,1
1787,759,1
2020,759,1
2348,759,1
1330,760,1
2402,760,1
288,761,1
707,761,1
1625,761,1
1787,761,1
2020,761,1
120,762,1
273,762,1
1330,762,1
1424,762,1
273,763,1
1946,763,1
2020,763,1
273,764,1
613,764,1
1077,764,1
1422,764,1
1603,764,1
1077,765,1
1330,765,1
273,766,1
1422,767,1
273,768,1
1787,768,1
396,769,1
1390,769,1
1787,769,1
273,770,1
1330,770,1
273,771,1
474,771,1
826,771,1
1787,771,1
24,772,-1
273,772,1
613,772,1
1077,772,1
1194,772,1
489,773,1
613,773,1
707,773,-1
1212,773,1
1330,773,1
1422,773,-1
1787,773,1
1967,773,1
183,774,1
288,774,1
1330,774,1
1383,774,1
1422,774,1
1777,774,1
2020,774,1
2226,774,1
2375,774,1
1029,776,1
1330,776,1
756,777,1
797,777,1
1029,777,1
1778,777,1
756,778,1
2020,778,1
613,779,1
1194,779,1
1330,779,1
273,780,1
613,780,1
1330,780,1
1330,781,1
1422,781,1
273,782,1
613,782,1
105,783,1
1330,783,1
273,784,1
105,785,-1
120,785,1
826,785,1
1131,785,1
1148,785,1
1330,785,-1
1403,785,1
1422,785,1
1424,785,-1
1625,785,-1
1688,785,-1
1777,785,1
1787,785,1
1838,785,1
1923,785,1
2020,785,1
613,786,1
1777,786,1
273,787,1
797,787,1
1029,787,1
1330,787,1
1688,787,1
1711,787,1
1787,788,1
1923,788,1
2020,788,1
753,789,1
1390,789,1
1787,789,1
1194,790,1
1330,790,1
2133,790,1
273,791,1
1330,791,1
2020,791,1
273,792,-1
288,792,-1
444,792,-1
613,792,-1
667,792,1
826,792,1
1077,792,1
1116,792,1
1131,792,1
1194,792,1
1330,792,1
1455,792,-1
1787,792,1
1793,792,1
1923,792,-1
2020,792,1
613,793,1
1403,793,1
1707,793,1
1787,793,1
1996,793,1
2168,793,1
273,794,1
1787,794,1
273,795,1
273,796,1
1627,796,1
1787,796,1
2335,796,1
2348,796,1
2470,796,1
273,797,1
1330,798,1
1330,799,1
444,800,-1
1194,800,1
1587,800,-1
1793,800,1
1946,800,1
1330,801,1
1787,801,1
613,802,1
1330,802,1
2348,802,1
1077,803,1
1787,803,1
444,804,1
707,804,1
832,804,1
1194,804,1
1403,804,-1
1455,804,-1
1587,804,1
1777,804,1
1787,804,1
1946,804,1
2020,804,1
1096,805,1
258,806,1
1625,806,1
1688,806,1
2020,806,1
2485,806,1
1396,807,1
1625,807,1
1688,807,1
2020,807,1
273,809,1
826,809,1
1194,809,1
1403,809,1
1422,809,1
1688,809,-1
1777,809,1
1787,809,1
1838,809,1
1923,809,1
2020,809,-1
273,810,1
707,810,1
775,810,1
1077,810,1
1131,810,1
1330,810,1
273,811,1
613,811,1
1096,811,1
1330,811,1
1787,811,1
1330,812,1
613,813,1
273,814,1
1077,814,1
273,815,1
613,816,1
1077,816,1
105,817,1
826,817,1
1246,817,-1
1330,817,1
1424,817,1
1688,817,1
1787,817,1
2020,817,1
436,818,1
1096,818,1
1222,818,1
1383,818,1
1403,818,1
1636,818,1
1787,818,1
1834,818,1
2020,818,1
2133,818,1
2226,818,1
2402,818,1
347,819,1
613,819,1
707,819,-1
826,819,1
1330,819,1
1422,819,1
1424,819,1
1787,819,1
2020,819,1
2312,819,1
273,820,1
613,820,1
826,820,1
1424,820,1
1787,820,1
2020,820,1
2348,820,1
613,821,1
1077,821,1
120,822,1
273,822,1
436,822,1
472,822,1
489,822,1
1330,822,-1
1403,822,1
1422,822,1
1424,822,-1
1625,822,1
1688,822,1
1787,822,1
1889,822,-1
1996,822,1
2016,822,1
2020,822,-1
2121,822,1
2133,822,1
2348,822,-1
613,823,1
1330,823,1
1422,823,1
1424,823,1
1787,823,1
2020,823,1
1330,824,1
1177,825,1
1330,825,1
1625,827,1
1688,827,1
2020,827,1
2226,827,1
1455,828,1
1779,828,1
2020,828,1
2133,828,1
2392,828,1
1424,829,1
1625,829,1
1688,829,1
273,830,1
1330,830,1
2020,830,1
1194,831,1
1330,831,1
1422,831,1
24,832,1
444,832,1
613,832,1
1177,832,1
1587,832,1
1603,832,1
1688,832,1
1777,832,1
1787,832,1
1996,832,1
2020,832,1
258,833,1
1330,833,1
1787,833,1
2020,833,1
105,834,1
273,834,1
613,834,1
775,834,1
1194,834,1
1330,834,1
1787,834,1
2020,834,1
707,835,1
1029,835,1
1077,835,1
1194,835,1
1330,835,1
2020,835,1
2169,835,1
258,836,1
797,836,1
1077,836,1
1096,836,1
1194,836,1
1625,836,1
1688,836,1
2020,836,1
2485,836,1
273,837,1
1625,837,1
1688,837,1
2020,837,1
273,838,1
1330,838,1
1422,838,1
1688,838,1
1711,838,1
2020,838,1
613,839,1
1213,839,1
105,840,1
825,840,1
1330,840,1
1688,840,1
2020,840,1
613,841,1
797,841,1
2020,841,1
273,842,1
258,843,1
1194,843,1
1625,843,1
1688,843,1
2020,843,1
2226,843,1
2485,843,1
1330,844,1
1424,844,1
1787,844,1
1838,844,1
2485,844,1
883,845,1
1096,845,1
1194,845,1
1511,845,1
1625,845,1
1688,845,1
1711,845,1
2020,845,1
2335,845,1
1688,846,1
2348,846,1
826,847,1
1330,847,1
1751,847,1
1194,848,1
1625,848,1
1688,848,1
2020,848,1
2226,848,1
2485,848,1
613,849,1
775,849,1
1194,849,1
1330,849,-1
1403,849,-1
1625,849,1
1688,849,1
1787,849,1
1838,849,-1
613,850,1
1001,850,1
273,851,1
1720,851,1
1777,851,1
1787,851,1
2020,851,-1
2168,851,1
273,852,1
1688,852,1
2020,852,1
273,853,1
613,853,1
1330,853,1
1787,853,1
1424,854,1
1787,854,1
1923,854,1
613,855,1
1777,855,1
1787,855,1
1923,855,1
797,856,1
1330,856,1
273,857,1
273,858,1
1787,858,1
613,859,1
1330,859,1
1511,859,1
1422,860,1
2020,860,1
2485,860,1
797,861,1
826,861,1
1625,861,1
1688,861,1
2016,861,1
2020,861,1
613,862,1
1330,862,1
1787,862,1
883,863,1
1077,863,1
1422,863,1
273,864,1
1077,864,1
1625,864,1
