ID,Gene_Name,In_Degree,Out_Degree
1152,YIL043C,4,0
1153,YIL044C,2,0
1154,YIL045W,3,0
1155,YIL046W,5,0
1156,YIL050W,3,0
1157,YIL051C,2,0
1158,YIL052C,6,0
1159,YIL053W,9,0
1160,YIL056W,13,0
1161,YIL057C,7,0
1162,YIL062C,2,0
1163,YIL064W,2,0
1164,YIL065C,2,0
1165,YIL069C,5,0
1166,YIL070C,6,0
1167,YIL074C,10,0
1168,YIL075C,2,0
1169,YIL076W,10,0
1170,YIL077C,15,0
1171,YIL078W,2,0
1172,YIL079C,2,0
1173,YIL083C,4,0
1174,YIL087C,4,0
1175,YIL090W,5,0
1176,YIL094C,12,0
1177,YIL101C,12,58
1178,YIL103W,1,0
1179,YIL105C,9,0
1180,YIL106W,9,0
1181,YIL107C,4,0
1182,YIL108W,3,0
1183,YIL109C,4,0
1184,YIL111W,6,0
1185,YIL114C,1,0
1186,YIL116W,3,0
1187,YIL118W,14,0
1188,YIL119C,5,0
1189,YIL121W,5,0
1190,YIL123W,19,0
1191,YIL124W,7,0
1192,YIL126W,2,0
1193,YIL127C,1,0
1194,YIL131C,0,365
1195,YIL133C,7,0
1196,YIL136W,11,0
1197,YIL138C,1,0
1198,YIL142W,1,0
1199,YIL145C,4,0
1200,YIL146C,1,0
1201,YIL148W,7,0
1202,YIL154C,2,0
1203,YIL155C,4,0
1204,YIL157C,4,0
1205,YIL158W,8,0
1206,YIL160C,6,0
1207,YIL162W,8,0
1208,YIL165C,3,0
1209,YIR004W,3,0
1210,YIR006C,4,0
1211,YIR016W,3,0
1212,YIR017C,0,38
1213,YIR018W,0,20
1214,YIR022W,5,0
1215,YIR023W,0,21
1216,YIR026C,2,0
1217,YIR028W,3,0
1218,YIR029W,6,0
1219,YIR030C,3,0
1220,YIR031C,6,0
1221,YIR032C,4,0
1222,YIR033W,3,11
1223,YIR034C,6,0
1224,YIR035C,5,0
1225,YIR036C,2,0
1226,YIR037W,4,0
1227,YIR038C,24,0
1228,YJL001W,3,0
1229,YJL002C,6,0
1230,YJL003W,1,0
1231,YJL004C,1,0
1232,YJL008C,2,0
1233,YJL012C,2,0
1234,YJL024C,2,0
1235,YJL026W,5,0
1236,YJL033W,1,0
1237,YJL034W,3,0
1238,YJL036W,3,0
1239,YJL041W,2,0
1240,YJL042W,2,0
1241,YJL044C,4,0
1242,YJL048C,7,0
1243,YJL052W,13,0
1244,YJL053W,1,0
1245,YJL055W,3,0
1246,YJL056C,0,24
1247,YJL060W,17,0
1248,YJL061W,2,0
1249,YJL068C,9,0
1250,YJL069C,1,0
1251,YJL078C,8,0
1252,YJL079C,24,0
1253,YJL080C,6,0
1254,YJL081C,1,0
1255,YJL088W,13,0
1256,YJL089W,0,32
1257,YJL094C,1,0
1258,YJL096W,3,0
1259,YJL097W,3,0
1260,YJL100W,2,0
1261,YJL101C,15,0
1262,YJL104W,5,0
1263,YJL109C,2,0
1264,YJL110C,1,7
1265,YJL111W,2,0
1266,YJL115W,5,0
1267,YJL117W,7,0
1268,YJL122W,2,0
1269,YJL123C,4,0
1270,YJL124C,4,0
1271,YJL130C,3,0
1272,YJL134W,7,0
1273,YJL136C,6,0
1274,YJL138C,2,0
1275,YJL140W,3,0
1276,YJL143W,1,0
1277,YJL144W,2,0
1278,YJL145W,6,0
1279,YJL148W,18,0
1280,YJL149W,1,0
1281,YJL151C,8,0
1282,YJL154C,1,0
1283,YJL155C,1,0
1284,YJL158C,18,0
1285,YJL159W,12,0
1286,YJL161W,5,0
1287,YJL163C,2,0
1288,YJL164C,9,0
1289,YJL166W,13,0
1290,YJL167W,9,0
1291,YJL168C,2,0
1292,YJL172W,14,0
1293,YJL173C,4,0
1294,YJL174W,2,0
1295,YJL177W,6,0
1297,YJL183W,2,0
1298,YJL184W,2,0
1299,YJL186W,2,0
1300,YJL190C,6,0
1301,YJL191W,5,0
1302,YJL192C,5,0
1303,YJL194W,4,0
1304,YJL196C,12,0
1305,YJL200C,3,0
1306,YJL210W,15,0
1307,YJL217W,5,0
1308,YJR001W,6,0
1309,YJR002W,2,0
1310,YJR006W,2,0
1311,YJR007W,3,0
1312,YJR008W,7,0
1313,YJR009C,11,0
1314,YJR010W,6,0
1315,YJR011C,5,0
1316,YJR014W,5,0
1317,YJR015W,1,0
1318,YJR016C,6,0
1319,YJR017C,1,0
1320,YJR025C,5,0
1321,YJR042W,4,0
1322,YJR044C,4,0
1323,YJR045C,5,0
1324,YJR046W,2,0
1325,YJR048W,14,0
1326,YJR051W,3,0
1327,YJR056C,1,0
1328,YJR058C,1,0
1329,YJR059W,9,0
1330,YJR060W,1,990
1331,YJR063W,1,0
1332,YJR064W,3,0
1333,YJR065C,3,0
1334,YJR070C,5,0
1335,YJR072C,1,0
1336,YJR073C,3,0
1337,YJR074W,3,0
1338,YJR076C,3,0
1339,YJR077C,10,0
1340,YJR080C,3,0
1341,YJR082C,1,0
1342,YJR085C,2,0
1343,YJR088C,3,0
1344,YJR093C,1,0
1345,YJR096W,11,0
1346,YJR100C,1,0
1347,YJR101W,4,0
1348,YJR103W,8,0
1349,YJR104C,1,0
1350,YJR105W,8,0
1351,YJR109C,4,0
1352,YJR113C,4,0
1353,YJR117W,3,0
1354,YJR118C,11,0
1355,YJR120W,8,0
1356,YJR121W,11,0
1357,YJR123W,7,0
1358,YJR125C,3,0
1359,YJR126C,1,0
1360,YJR130C,1,0
1361,YJR133W,12,0
1362,YJR137C,8,0
1363,YJR139C,6,0
1364,YJR142W,1,0
1365,YJR143C,3,0
1366,YJR144W,5,0
1367,YJR145C,14,0
1368,YJR152W,9,0
1369,YKL001C,16,0
1370,YKL003C,3,0
1371,YKL004W,1,0
1372,YKL005C,1,0
1373,YKL006W,5,0
1374,YKL007W,12,0
1375,YKL008C,15,0
1376,YKL009W,10,0
1377,YKL010C,2,0
1378,YKL012W,1,0
1379,YKL013C,2,0
1380,YKL015W,0,15
1381,YKL016C,5,0
1382,YKL019W,7,0
1383,YKL020C,0,37
1384,YKL021C,1,0
1385,YKL023W,2,0
1386,YKL024C,3,0
1387,YKL025C,2,0
1388,YKL026C,3,0
1389,YKL028W,2,0
1390,YKL032C,4,98
1391,YKL035W,9,0
1392,YKL038W,0,11
1393,YKL039W,3,0
1394,YKL040C,4,0
1395,YKL041W,3,0
1396,YKL043W,22,25
1397,YKL045W,1,0
1398,YKL054C,3,0
1399,YKL056C,4,0
1400,YKL057C,2,0
1401,YKL058W,8,0
1402,YKL060C,8,0
1403,YKL062W,12,268
1404,YKL063C,1,0
1405,YKL065C,2,0
1406,YKL067W,14,0
1407,YKL069W,1,0
1408,YKL073W,4,0
1409,YKL077W,2,0
1410,YKL080W,5,0
1411,YKL081W,6,0
1412,YKL085W,11,0
1413,YKL086W,4,0
1414,YKL087C,2,0
1415,YKL091C,12,0
1416,YKL093W,1,0
1417,YKL094W,8,0
1418,YKL096W,13,0
1419,YKL098W,1,0
1420,YKL103C,15,0
1421,YKL104C,6,0
1422,YKL109W,15,429
1423,YKL110C,3,0
1424,YKL112W,2,350
1425,YKL113C,3,0
1426,YKL114C,1,0
1427,YKL117W,3,0
1428,YKL120W,6,0
1429,YKL126W,6,0
1430,YKL127W,2,0
1431,YKL128C,6,0
1432,YKL130C,3,0
1433,YKL140W,3,0
1434,YKL141W,6,0
1435,YKL142W,6,0
1436,YKL143W,2,0
1437,YKL145W,3,0
1438,YKL146W,1,0
1439,YKL150W,10,0
1440,YKL152C,6,0
1441,YKL154W,1,0
1442,YKL156W,6,0
1443,YKL157W,7,0
1444,YKL160W,6,0
1445,YKL163W,12,0
1446,YKL164C,10,0
1447,YKL165C,2,0
1448,YKL167C,1,0
1449,YKL172W,6,0
1450,YKL175W,3,0
1451,YKL176C,1,0
1452,YKL180W,3,0
1453,YKL181W,7,0
1454,YKL182W,9,0
1455,YKL185W,6,51
1456,YKL186C,7,0
1457,YKL189W,1,0
1458,YKL190W,2,0
1459,YKL191W,1,0
1460,YKL192C,10,0
1461,YKL195W,1,0
1462,YKL196C,3,0
1463,YKL198C,1,0
1464,YKL201C,2,0
1465,YKL206C,1,0
1466,YKL207W,5,0
1467,YKL210W,3,0
1468,YKL212W,2,0
1469,YKL216W,7,0
1470,YKL217W,6,0
1471,YKL218C,1,0
1472,YKR001C,3,0
1473,YKR003W,1,0
1474,YKR006C,6,0
1475,YKR007W,1,0
1476,YKR009C,10,0
1477,YKR011C,6,0
1478,YKR013W,14,0
1479,YKR016W,2,0
1480,YKR018C,3,0
1481,YKR026C,1,0
1482,YKR034W,6,8
1483,YKR039W,11,0
1484,YKR042W,20,0
1485,YKR043C,9,0
1486,YKR046C,7,0
1487,YKR048C,5,0
1488,YKR049C,1,0
1489,YKR052C,9,0
1490,YKR055W,4,0
1491,YKR056W,2,0
1492,YKR057W,7,0
1493,YKR059W,4,0
1494,YKR062W,6,0
1495,YKR065C,2,0
1496,YKR066C,7,0
1497,YKR067W,4,0
1498,YKR068C,2,0
1499,YKR070W,1,0
1500,YKR071C,6,0
1501,YKR074W,5,0
1502,YKR076W,3,0
1503,YKR080W,11,0
1504,YKR081C,12,0
1505,YKR085C,2,0
1506,YKR087C,7,0
1507,YKR089C,3,0
1508,YKR091W,7,0
1509,YKR092C,9,0
1510,YKR094C,4,0
1511,YKR099W,2,57
1512,YLL001W,4,0
1513,YLL008W,5,0
1514,YLL009C,2,0
1515,YLL011W,3,0
1516,YLL014W,6,0
1517,YLL018C,10,0
1518,YLL022C,2,0
1519,YLL023C,29,0
1520,YLL024C,12,0
1521,YLL026W,12,0
1522,YLL027W,2,0
1523,YLL028W,2,0
1524,YLL029W,4,0
1525,YLL039C,9,0
1526,YLL041C,2,0
1527,YLL045C,6,0
1528,YLL050C,3,0
1529,YLL051C,2,0
1530,YLL055W,5,0
1531,YLL061W,4,0
1532,YLR003C,4,0
1533,YLR005W,2,0
1534,YLR007W,1,0
1535,YLR009W,1,0
1537,YLR014C,0,3
1538,YLR017W,6,0
1539,YLR019W,2,0
1540,YLR023C,10,0
1541,YLR026C,3,0
1542,YLR027C,7,0
1543,YLR028C,5,0
1544,YLR029C,7,0
1545,YLR033W,1,0
1546,YLR034C,7,0
1547,YLR038C,3,0
1548,YLR043C,6,0
1549,YLR044C,7,0
1550,YLR048W,7,0
1551,YLR049C,7,0
1552,YLR050C,7,0
1553,YLR051C,1,0
1554,YLR052W,3,0
1555,YLR056W,13,0
1556,YLR058C,9,0
1557,YLR060W,12,0
1558,YLR061W,9,0
1559,YLR064W,2,0
1560,YLR066W,1,0
1561,YLR073C,5,0
1562,YLR074C,6,0
1563,YLR075W,7,0
1564,YLR078C,3,0
1565,YLR079W,3,0
1566,YLR082C,2,0
1567,YLR089C,13,0
1568,YLR090W,2,0
1569,YLR092W,6,0
1570,YLR093C,5,0
1571,YLR100W,3,0
1572,YLR102C,1,0
1573,YLR104W,5,0
1574,YLR105C,1,0
1575,YLR106C,1,0
1576,YLR107W,5,0
1577,YLR108C,8,0
1578,YLR109W,18,0
1579,YLR110C,13,0
1580,YLR113W,8,0
1581,YLR114C,1,0
1582,YLR117C,1,0
1583,YLR118C,4,0
1584,YLR120C,4,0
1585,YLR129W,2,0
1586,YLR130C,5,0
1587,YLR131C,0,138
1588,YLR139C,2,0
1589,YLR142W,6,0
1590,YLR146C,1,0
1591,YLR149C,2,0
1592,YLR150W,7,0
1593,YLR152C,2,0
1594,YLR153C,10,0
1595,YLR163C,3,0
1596,YLR164W,3,0
1597,YLR167W,6,0
1598,YLR168C,11,0
1599,YLR170C,2,0
1600,YLR172C,5,0
1601,YLR174W,6,0
1602,YLR175W,6,0
1603,YLR176C,0,21
1604,YLR177W,2,0
1605,YLR178C,9,0
1606,YLR179C,7,0
1607,YLR180W,12,0
1608,YLR185W,5,0
1609,YLR186W,4,0
1610,YLR190W,6,0
1611,YLR192C,1,0
1612,YLR193C,2,0
1613,YLR195C,1,0
1614,YLR196W,5,0
1615,YLR197W,5,0
1616,YLR199C,3,0
1617,YLR201C,2,0
1618,YLR203C,2,0
1619,YLR204W,2,0
1620,YLR208W,3,0
1621,YLR209C,3,0
1622,YLR216C,2,0
1623,YLR219W,5,0
1624,YLR220W,8,0
1625,YLR223C,1,438
1626,YLR225C,3,0
1627,YLR228C,0,15
1628,YLR229C,4,0
1629,YLR231C,4,0
1630,YLR244C,7,0
1631,YLR248W,3,0
1632,YLR249W,10,0
1633,YLR250W,1,0
1634,YLR253W,1,0
1635,YLR254C,2,0
1636,YLR256W,4,49
1637,YLR257W,14,0
1638,YLR258W,18,0
1639,YLR259C,5,0
1640,YLR264W,6,0
1641,YLR268W,5,0
1642,YLR270W,7,0
1643,YLR283W,2,0
1644,YLR284C,4,0
1645,YLR285W,6,0
1646,YLR286C,7,0
1647,YLR287C,1,0
1648,YLR291C,5,0
1649,YLR292C,3,0
1650,YLR293C,4,0
1651,YLR295C,3,0
1652,YLR297W,9,0
1653,YLR299W,3,0
1654,YLR300W,17,0
1655,YLR301W,5,0
1656,YLR303W,14,0
1657,YLR304C,11,0
1658,YLR314C,1,0
1659,YLR324W,2,0
1660,YLR325C,3,0
1661,YLR327C,12,0
1662,YLR328W,5,0
1663,YLR330W,6,0
1664,YLR332W,11,0
1665,YLR333C,5,0
1666,YLR335W,1,0
1667,YLR340W,6,0
1668,YLR342W,10,0
1669,YLR344W,5,0
1670,YLR345W,4,0
1671,YLR347C,4,0
1672,YLR350W,13,0
1673,YLR354C,7,0
1674,YLR355C,13,0
1675,YLR356W,6,0
1676,YLR359W,10,0
1677,YLR360W,3,0
1678,YLR367W,5,0
1679,YLR372W,5,0
1680,YLR375W,4,0
1681,YLR378C,4,0
1682,YLR380W,4,0
1683,YLR387C,4,0
1684,YLR388W,3,0
1685,YLR389C,1,0
1686,YLR395C,2,0
1687,YLR399C,8,0
1688,YLR403W,0,478
1689,YLR405W,1,0
1690,YLR406C,7,0
1691,YLR409C,1,0
1692,YLR410W,2,0
1693,YLR412W,1,0
1694,YLR413W,3,0
1695,YLR414C,15,0
1696,YLR420W,3,0
1697,YLR421C,1,0
1698,YLR429W,1,0
1699,YLR432W,16,0
1700,YLR437C,12,0
1701,YLR438W,9,0
1702,YLR439W,11,0
1703,YLR441C,6,0
1704,YLR447C,6,0
1705,YLR448W,5,0
1706,YLR449W,9,0
1707,YLR451W,0,28
1708,YLR459W,1,0
1709,YML001W,5,0
1710,YML004C,14,0
1711,YML007W,5,194
1712,YML008C,6,0
1713,YML009C,3,0
1714,YML012W,3,0
1715,YML018C,3,0
1716,YML019W,4,0
1717,YML022W,3,0
1718,YML024W,4,0
1719,YML026C,5,0
1720,YML027W,4,35
1721,YML028W,9,0
1722,YML030W,5,0
1723,YML031W,3,0
1724,YML035C,1,0
1725,YML038C,2,0
1726,YML041C,1,0
1727,YML048W,1,0
1728,YML051W,1,0
1729,YML052W,12,0
1730,YML053C,7,0
1731,YML054C,3,0
1732,YML055W,5,0
1733,YML056C,7,0
1734,YML057W,2,0
1735,YML058W,9,0
1736,YML063W,6,0
1737,YML067C,1,0
1738,YML069W,4,0
1739,YML070W,10,0
1740,YML072C,3,0
1741,YML073C,5,0
1742,YML074C,7,0
1743,YML075C,1,0
1744,YML078W,3,0
1745,YML079W,1,0
1746,YML085C,6,0
1747,YML086C,4,0
1748,YML092C,3,0
1749,YML097C,2,0
1750,YML098W,2,0
1751,YML099C,0,17
1752,YML100W,7,0
1753,YML101C,3,0
1754,YML105C,1,0
1755,YML106W,2,0
1756,YML110C,3,0
1757,YML115C,2,0
1758,YML119W,7,0
1759,YML120C,7,0
1760,YML121W,3,0
1761,YML123C,12,0
1762,YML125C,11,0
1763,YML126C,5,0
1764,YML128C,6,0
1765,YML129C,3,0
1766,YML130C,2,0
1767,YML131W,7,0
1768,YMR001C,8,0
1769,YMR002W,10,0
1770,YMR005W,3,0
1771,YMR006C,8,0
1772,YMR008C,9,0
1773,YMR009W,6,0
1774,YMR011W,9,0
1775,YMR012W,2,0
1776,YMR015C,9,0
1777,YMR016C,0,158
1778,YMR019W,0,2
1779,YMR021C,2,4
1780,YMR022W,1,0
1781,YMR024W,4,0
1782,YMR026C,1,0
1783,YMR027W,7,0
1784,YMR030W,3,0
1785,YMR031C,7,0
1786,YMR033W,2,0
1787,YMR037C,0,934
1788,YMR038C,3,0
1789,YMR039C,3,0
1790,YMR040W,5,0
1791,YMR041C,5,0
1792,YMR042W,2,11
1793,YMR043W,3,97
1794,YMR044W,2,0
1795,YMR049C,4,0
1796,YMR054W,1,0
1797,YMR056C,6,0
1798,YMR058W,17,0
1799,YMR059W,1,0
1800,YMR062C,1,0
1801,YMR070W,0,12
1802,YMR072W,7,0
1803,YMR073C,1,0
1804,YMR079W,3,0
1805,YMR083W,4,0
1806,YMR088C,3,0
1807,YMR090W,4,0
1808,YMR091C,1,0
1809,YMR092C,5,0
1810,YMR093W,2,0
1811,YMR099C,1,0
1812,YMR105C,20,0
1813,YMR107W,5,0
1814,YMR108W,4,0
1815,YMR110C,6,0
1816,YMR116C,8,0
1817,YMR120C,7,0
1818,YMR121C,9,0
1819,YMR123W,7,0
1820,YMR125W,3,0
1821,YMR130W,4,0
1822,YMR131C,7,0
1823,YMR134W,2,0
1824,YMR135C,5,0
1825,YMR136W,11,0
1826,YMR139W,7,0
1827,YMR142C,6,0
1828,YMR143W,3,0
1829,YMR145C,8,0
1830,YMR146C,8,0
1831,YMR148W,4,0
1832,YMR152W,5,0
1833,YMR157C,3,0
1834,YMR164C,0,8
1835,YMR169C,5,0
1836,YMR170C,5,0
1837,YMR171C,7,0
1838,YMR172W,0,124
1839,YMR174C,4,0
1840,YMR175W,6,0
1841,YMR178W,3,0
1842,YMR181C,14,0
1843,YMR182C,0,4
1844,YMR183C,2,0
1845,YMR184W,4,0
1846,YMR186W,9,0
1847,YMR188C,3,0
1848,YMR189W,8,0
1849,YMR192W,2,0
1850,YMR193W,4,0
1851,YMR194W,8,0
1852,YMR195W,30,0
1853,YMR196W,4,0
1854,YMR197C,3,0
1855,YMR199W,3,0
1856,YMR200W,6,0
1857,YMR202W,8,0
1858,YMR203W,4,0
1859,YMR205C,3,0
1860,YMR208W,2,0
1861,YMR209C,1,0
1862,YMR215W,11,0
1863,YMR216C,2,0
1864,YMR217W,8,0
1865,YMR220W,7,0
1866,YMR222C,3,0
1867,YMR226C,5,0
1868,YMR229C,2,0
1869,YMR230W,6,0
1870,YMR235C,3,0
1871,YMR236W,1,0
1872,YMR237W,1,0
1873,YMR238W,3,0
1874,YMR241W,15,0
1875,YMR242C,5,0
1876,YMR243C,2,0
1877,YMR246W,16,0
1878,YMR250W,8,0
1879,YMR255W,7,0
1880,YMR256C,2,0
1881,YMR258C,2,0
1882,YMR260C,3,0
1883,YMR261C,3,0
1884,YMR264W,3,0
1885,YMR266W,1,0
1886,YMR271C,3,0
1887,YMR272C,10,0
1888,YMR276W,2,0
1889,YMR280C,0,26
1890,YMR281W,3,0
1891,YMR286W,5,0
1892,YMR289W,2,0
1893,YMR290C,12,0
1894,YMR291W,4,0
1895,YMR292W,5,0
1896,YMR295C,7,0
1897,YMR296C,5,0
1898,YMR297W,9,0
1899,YMR298W,8,0
1900,YMR300C,9,0
1901,YMR302C,1,0
1902,YMR305C,8,0
1903,YMR307W,15,0
1904,YMR308C,2,0
1905,YMR309C,3,0
1906,YMR310C,1,0
1907,YMR312W,3,0
1908,YMR313C,2,0
1909,YMR314W,2,0
1910,YMR315W,10,0
1911,YMR316W,3,0
1912,YMR318C,4,0
1913,YNL001W,6,0
1914,YNL002C,13,0
1915,YNL004W,2,0
1916,YNL005C,5,0
1917,YNL006W,3,0
1918,YNL007C,5,0
1919,YNL008C,2,0
1920,YNL010W,3,0
1921,YNL016W,8,0
1922,YNL025C,1,0
1923,YNL027W,0,116
1924,YNL030W,6,0
1925,YNL031C,7,0
1926,YNL032W,1,0
1927,YNL036W,16,0
1928,YNL037C,11,0
1929,YNL040W,2,0
1930,YNL041C,1,0
1931,YNL044W,5,0
1932,YNL045W,6,0
1933,YNL046W,4,0
1934,YNL048W,2,0
1935,YNL051W,1,0
1936,YNL052W,3,0
1937,YNL055C,9,0
1938,YNL056W,8,0
1939,YNL058C,32,0
1940,YNL059C,2,0
1941,YNL062C,1,0
1942,YNL063W,4,0
1943,YNL064C,6,0
1944,YNL066W,9,0
1945,YNL067W,14,0
1946,YNL068C,0,92
1947,YNL069C,7,0
1948,YNL070W,7,0
1949,YNL071W,3,0
1950,YNL074C,4,0
1951,YNL077W,2,0
1952,YNL078W,7,0
1953,YNL079C,2,0
1954,YNL080C,1,0
1955,YNL081C,1,0
1956,YNL084C,3,0
1957,YNL085W,1,0
1958,YNL087W,7,0
1959,YNL088W,2,0
1960,YNL090W,3,0
1961,YNL094W,2,0
1962,YNL096C,6,0
1963,YNL098C,3,0
1964,YNL099C,3,0
1965,YNL100W,3,0
1966,YNL101W,2,0
1967,YNL103W,1,32
1968,YNL104C,3,0
1969,YNL110C,3,0
1970,YNL111C,5,0
1971,YNL112W,5,0
1972,YNL115C,4,0
1973,YNL116W,5,0
1974,YNL117W,5,0
1975,YNL121C,1,0
1976,YNL124W,1,0
1977,YNL125C,4,0
1978,YNL129W,2,0
1979,YNL130C,4,0
1980,YNL131W,4,0
1981,YNL132W,5,0
1982,YNL134C,17,0
1983,YNL135C,9,0
1984,YNL138W,2,0
1985,YNL141W,9,0
1986,YNL142W,7,0
1987,YNL147W,2,0
1988,YNL149C,3,0
1989,YNL153C,1,0
1990,YNL154C,3,0
1991,YNL155W,2,0
1992,YNL156C,2,0
1993,YNL157W,7,0
1994,YNL160W,33,0
1995,YNL162W,4,0
1996,YNL167C,1,55
1997,YNL168C,3,0
1998,YNL169C,5,0
1999,YNL173C,4,0
2000,YNL175C,7,0
2001,YNL176C,3,0
2002,YNL177C,1,0
2003,YNL178W,9,0
2004,YNL180C,15,0
2005,YNL182C,1,0
2006,YNL183C,3,0
2007,YNL185C,1,0
2008,YNL186W,1,0
2009,YNL189W,7,0
2010,YNL190W,11,0
2011,YNL191W,2,0
2012,YNL192W,9,0
2013,YNL193W,3,0
2014,YNL195C,4,0
2015,YNL197C,1,0
2016,YNL199C,0,41
2017,YNL208W,11,0
2018,YNL209W,3,0
2019,YNL212W,1,0
2020,YNL216W,1,911
2021,YNL217W,5,0
2022,YNL219C,2,0
2023,YNL220W,18,0
2024,YNL222W,1,0
2025,YNL229C,2,0
2026,YNL231C,10,0
2027,YNL232W,4,0
2028,YNL239W,4,0
2029,YNL241C,11,0
2030,YNL244C,9,0
2031,YNL248C,3,0
2032,YNL251C,4,0
2033,YNL255C,5,0
2034,YNL256W,2,0
2035,YNL258C,2,0
2036,YNL259C,5,0
2037,YNL263C,5,0
2038,YNL264C,3,0
2039,YNL265C,4,0
2040,YNL268W,5,0
2041,YNL274C,3,0
2042,YNL277W,10,0
2043,YNL280C,1,0
2044,YNL281W,8,0
2045,YNL283C,10,0
2046,YNL284C,1,0
2047,YNL287W,2,0
2048,YNL288W,6,0
2049,YNL289W,13,0
2050,YNL290W,2,0
2051,YNL300W,7,0
2052,YNL301C,4,0
2053,YNL302C,4,0
2054,YNL305C,11,0
2055,YNL306W,2,0
2056,YNL307C,7,0
2057,YNL308C,5,0
2058,YNL312W,12,0
2059,YNL314W,0,18
2060,YNL315C,1,0
2061,YNL322C,6,0
2062,YNL323W,3,0
2063,YNL327W,10,0
2064,YNL336W,4,0
2065,YNR001C,8,0
2066,YNR002C,5,0
2067,YNR007C,1,0
2068,YNR009W,3,0
2069,YNR013C,2,0
2070,YNR016C,6,0
2071,YNR017W,7,0
2072,YNR018W,14,0
2073,YNR021W,8,0
2074,YNR027W,3,0
2075,YNR028W,3,0
2076,YNR030W,3,0
2077,YNR034W,8,0
2078,YNR035C,2,0
2079,YNR036C,1,0
2080,YNR037C,2,0
2081,YNR041C,2,0
2082,YNR043W,6,0
2083,YNR046W,2,0
2084,YNR047W,6,0
2085,YNR050C,14,0
2086,YNR051C,1,0
2087,YNR052C,1,0
2088,YNR053C,17,0
2089,YNR055C,1,0
2090,YNR061C,3,0
2091,YNR067C,5,0
2092,YOL002C,3,0
2093,YOL005C,6,0
2094,YOL007C,5,0
2095,YOL010W,5,0
2096,YOL011W,9,0
2097,YOL012C,6,0
2098,YOL016C,3,0
2099,YOL019W,6,0
2100,YOL021C,1,0
2101,YOL022C,6,0
2102,YOL026C,10,0
2103,YOL027C,3,0
2104,YOL028C,0,10
2105,YOL036W,3,0
2106,YOL038W,4,0
2107,YOL039W,3,0
2108,YOL040C,6,0
2109,YOL041C,2,0
2110,YOL048C,7,0
2111,YOL049W,3,0
2112,YOL052C,4,0
2113,YOL053W,2,0
2114,YOL057W,3,0
2115,YOL058W,16,0
2116,YOL059W,11,0
2117,YOL060C,2,0
2118,YOL061W,3,0
2119,YOL062C,1,0
2120,YOL064C,4,0
2121,YOL067C,0,7
2122,YOL068C,3,0
2123,YOL071W,2,0
2124,YOL077C,5,0
2125,YOL081W,1,0
2126,YOL082W,7,0
2127,YOL083W,4,0
2128,YOL086C,6,0
2129,YOL089C,0,8
2130,YOL092W,5,0
2131,YOL102C,7,0
2132,YOL103W,2,0
2133,YOL108C,4,101
2134,YOL109W,15,0
2135,YOL110W,4,0
2136,YOL111C,4,0
2137,YOL116W,0,5
2138,YOL119C,7,0
2139,YOL120C,6,0
2140,YOL121C,8,0
2141,YOL122C,2,0
2142,YOL123W,10,0
2143,YOL124C,4,0
2144,YOL126C,15,0
2145,YOL127W,7,0
2146,YOL129W,2,0
2147,YOL133W,1,0
2148,YOL136C,5,0
2149,YOL139C,15,0
2150,YOL140W,7,0
2151,YOL143C,4,0
2152,YOL147C,6,0
2153,YOL151W,17,0
2154,YOL155C,14,0
2155,YOR001W,1,0
2156,YOR002W,5,0
2157,YOR004W,5,0
2158,YOR007C,4,0
2159,YOR008C,2,0
2160,YOR016C,7,0
2161,YOR019W,8,0
2162,YOR020C,4,0
2163,YOR021C,2,0
2164,YOR023C,6,0
2165,YOR025W,8,0
2166,YOR026W,2,0
2167,YOR027W,6,0
2168,YOR028C,0,110
2169,YOR032C,0,5
2170,YOR036W,2,0
2171,YOR039W,4,0
2172,YOR042W,1,0
2173,YOR043W,5,0
2174,YOR045W,4,0
2175,YOR051C,5,0
2176,YOR052C,12,0
2177,YOR056C,1,0
2178,YOR057W,6,0
2179,YOR061W,5,0
2180,YOR062C,3,0
2181,YOR063W,13,0
2182,YOR064C,4,0
2183,YOR065W,9,0
2184,YOR070C,2,0
2185,YOR074C,3,0
2186,YOR075W,4,0
2187,YOR078W,2,0
2188,YOR084W,4,0
2189,YOR086C,5,0
2190,YOR087W,4,0
2191,YOR089C,3,0
2192,YOR091W,4,0
2193,YOR092W,2,0
2194,YOR094W,1,0
2195,YOR095C,15,0
2196,YOR096W,6,0
2197,YOR099W,2,0
2198,YOR100C,6,0
2199,YOR101W,8,0
2200,YOR103C,5,0
2201,YOR108W,3,0
2202,YOR110W,2,0
2203,YOR115C,1,0
2204,YOR117W,1,0
2205,YOR120W,7,0
2206,YOR122C,4,0
2207,YOR123C,1,0
2208,YOR125C,2,0
2209,YOR126C,5,0
2210,YOR128C,7,0
2211,YOR130C,2,0
2212,YOR133W,5,0
2213,YOR136W,5,0
2214,YOR140W,1,0
2215,YOR142W,4,0
2216,YOR145C,11,0
2217,YOR147W,2,0
2218,YOR148C,1,0
2219,YOR150W,1,0
2220,YOR151C,1,0
2221,YOR153W,16,0
2222,YOR155C,1,0
2223,YOR157C,1,0
2224,YOR158W,3,0
2225,YOR161C,18,0
2226,YOR162C,0,169
2227,YOR163W,4,0
2228,YOR164C,3,0
2229,YOR165W,4,0
2230,YOR167C,3,0
2231,YOR168W,1,0
2232,YOR173W,12,0
